MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|BWART|NETWR|WAERS|LIFNR
5367344054|2025|11052025|28072025|DE02  |FUEL_NATURAL_GAS_167|1513.673|M3|101|196754.17|EUR|71924411
5167726301|2026|02042026|27.03.2025|LON02 |FUEL_NATURAL_GAS_644|213.818|M3|101|21147.1|GBP|83345932
5873912560|2025|18022025|02052025|LON02 |FUEL_PETROL_208|3931.645|L|101|262417.42|GBP|79481435
5465948771|2025|02012025|13012025|DEL05 |FUEL_NATURAL_GAS_595|1106.451|M3|101|64911.1|INR|99032132
5273741055|2025|30012025|14042025|DEL05 |FUEL_DIESEL_329|1112.35|L|101|156464.4|INR|35028491
5829772157|2026|27022026|01122025|LON02 |FUEL_PETROL_243|4228.655|L|101|282286.56|GBP|67461504
5485684702|2025|17012025|09082025|MUM01 |FUEL_DIESEL_840|2829.07|L|101|327652.21|INR|31116047
5972479813|2025|22012025|12092025|IN02  |FUEL_NATURAL_GAS_179|1500.325|M3|101|202166.21|INR|67885111
5172382264|2026|13032026|30032026|DE02  |FUEL_HEAVY_FUEL_OIL_309|-10.397|MT|101|1185.29|EUR|08824219
5384762679|2025|26012025|03022025|UK01  |FUEL_NATURAL_GAS_233|1579.45|M3|101|95973.43|GBP|99212826
5847830769|2025|24022025|"=""17.02.2025"""|UK01  |FUEL_HEAVY_FUEL_OIL_275|15.616|MT|101|2169.42|GBP|42529375
5322379153|2026|18032026|14072025|FRA01 |FUEL_NATURAL_GAS_684|1063.052|M3|101|144763.87|EUR|48626627
5984718646|2026|14092025|15062025|IN01  |FUEL_HEAVY_FUEL_OIL_204|26.532|MT|101|2277.76|INR|14847342
5742095839|2025|14112025|13042025|IN02  |FUEL_NATURAL_GAS_937|1559.377|M3|101|129814.41|INR|84780923
5567399672|2026|25032025|16.01.2026|US01  |FUEL_PETROL_860|908.124|L|101|57152.56|USD|09082442
5470354522|2025|17082025|08022025|LON02 |FUEL_PETROL_963|588.339|L|101|81745.02|GBP|38053192
5135234085|2025|16062025|24062025|DE02  |FUEL_NATURAL_GAS_760|1225.703|M3|101|84168.31|EUR|72844657
5041567521|2025|03012025|07012025|IN02  |FUEL_HEAVY_FUEL_OIL_888|99.23|MT|101|10102.38|INR|21328064
5448993525|2025|20.01.2025|26012025|FRA01 |FUEL_NATURAL_GAS_231|311.561|M3|101|20351.25|EUR|10253448
5941634343|2025|25082025|03052025|DEL05 |FUEL_DIESEL_420|4379.305|L|101|582253.96|INR|08657967
5279846931|2025|15042025|01022025|US02  |FUEL_PETROL_309|1431.342|L|101|126763.86|USD|52132439
5198103899|2025|04052025|04022025|UK01  |FUEL_PETROL_623|4904.874|L|101|380789.01|GBP|08895606
5931603725|2025|03012025|05012025|CHI03 |FUEL_PETROL_278|3713.202|L|101|411021.7|USD|55111675
5724646575|2025|15042025|04022025|DE02  |FUEL_NATURAL_GAS_349|1476.974|M3|101|195146.38|EUR|45123792
5940493600|2025|13022025|27.01.2025|US02  |FUEL_PETROL_822|1052.632|L|101|56443.37|USD|31748419
5390655401|2026|05042025|08/27/2025|IN02  |FUEL_DIESEL_719|716.427|L|101|87120.83|INR|59666967
5010066012|2025|19102025|"=""14.06.2025"""|UK01  |FUEL_DIESEL_290|2038.967|L|101|226779.51|GBP|77634830
5891229920|2025|09032025|19012025|LON02 |FUEL_NATURAL_GAS_734|1051.772|M3|101|97820.74|GBP|51828111
5694600737|2025|27012025|19022025|CHI03 |FUEL_DIESEL_887|4475.752|L|101|426175.55|USD|18431044
5277154857|2025|16062025|20082025|US01  |FUEL_NATURAL_GAS_153|301.576|M3|101|35578.95|USD|69907124
5227867751|2026|01102025|20.02.2025|UK01  |FUEL_HEAVY_FUEL_OIL_560|16.132|MT|101|2101.95|GBP|13827487
5785305741|2026|21052025|03042025|DEL05 |FUEL_DIESEL_231|2745.501|L|101|289057.16|INR|82873296
5459008232|2025|02.05.2025|27032025|DE01  |FUEL_NATURAL_GAS_589|653.967|M3|101|41666.78|EUR|29503662
5998452467|2025|29.06.2025|21052025|US02  |FUEL_PETROL_405|1086.099|L|101|146029.4|USD|49088725
5469490700|2025|19.04.2025|08092025|IN01  |FUEL_PETROL_724|2249.713|L|101|333633.84|INR|51575104
5634094775|2025|16.02.2025|05012025|CHI03 |FUEL_PETROL_705|3284.369|L|101|267145.06|USD|28708684
5820177161|2025|01012025|04022025|DEL05 |FUEL_NATURAL_GAS_662|527.334|M3|101|75027.11|INR|88193102
5694307060|2025|14042025|12022025|CHI03 |FUEL_NATURAL_GAS_567|718.53|M3|101|47825.71|USD|72389891
5443886774|2025|27012025|15022025|DE01  |FUEL_HEAVY_FUEL_OIL_346|6.676|MT|101|775.8|EUR|13308893
5215904763|2025|02042025|02.04.2025|FRA01 |FUEL_DIESEL_835|4634.539|L|101|582312.46|EUR|41327177
5607188456|2025|30032025|13042025|MUM01 |FUEL_HEAVY_FUEL_OIL_922|89.003|MT|101|5614.53|INR|74828111
5542281750|2025|13012025|10.02.2025|FRA01 |FUEL_DIESEL_395|1013.182|L|101|62476.08|EUR|81480391
5345061832|2026|28072025|30062025|DE02  |FUEL_DIESEL_903|626.807|L|101|54605.67|EUR|83889065
5294084919|2025|24082025|21.05.2025|DE02  |FUEL_NATURAL_GAS_550|1916.467|M3|101|233017.06|EUR|98223047
5659378318|2025|18102025|18032025|DE02  |FUEL_DIESEL_285|3545.289|L|101|224780.37|EUR|49466080
5542391281|2025|11082025|22082025|DE01  |FUEL_PETROL_465|4877.742|L|101|464774.7|EUR|48089103
5787271371|2025|04022025|31012025|DEL05 |FUEL_DIESEL_767|3375.812|L|101|472463.31|INR|88668175
5918150317|2025|15032025|20022025|IN01  |FUEL_PETROL_636|1094.377|L|101|117782.79|INR|25534093
5201181388|2025|04022025|11022025|LON02 |FUEL_PETROL_600|1759.739|L|101|122979.49|GBP|49623234
5885917574|2026|09052026|04022026|CHI03 |FUEL_NATURAL_GAS_647|806.083|M3|101|61506.34|USD|07443118
5119630697|2025|15032025|13082025|US01  |FUEL_PETROL_524|3749.887|L|101|202367.82|USD|86286773
5146010673|2025|29082025|10072025|DE02  |FUEL_DIESEL_210|2064.411|L|101|264258.83|EUR|41382976
5901078033|2025|24032025|01/15/2025|DEL05 |FUEL_DIESEL_843|2887.999|L|101|345412.2|INR|98062116
5429489832|2026|07112025|06022025|IN02  |FUEL_DIESEL_634|1945.077|L|101|222246.91|INR|57458709
5115324876|2025|01032025|02032025|DE01  |FUEL_PETROL_482|1802.782|L|101|240246.59|EUR|94048668
5006344465|2025|20012025|28012025|DE01  |FUEL_PETROL_940|735.515|L|101|91968.06|EUR|26939422
5905285940|2025|04.01.2025|02012025|LON02 |FUEL_DIESEL_435|4304.339|L|101|495346.72|GBP|85777139
5190688467|2025|01012025|01012025|DE01  |FUEL_NATURAL_GAS_403|275.779|M3|101|23635.32|EUR|65627812
5234801125|2025|24062025|06/18/2025|US02  |FUEL_NATURAL_GAS_593|1305.599|M3|101|155674.61|USD|65585563
5102949852|2025|15042025|22062025|IN02  |FUEL_HEAVY_FUEL_OIL_212|66.024|MT|101|8418.37|INR|74692511
5035802459|2025|28072025|20/25/0806|UK01  |FUEL_HEAVY_FUEL_OIL_176|88.346|MT|101|6031.88|GBP|87935348
5541195686|2026|18012026|23022025|DE02  |FUEL_NATURAL_GAS_834|1061.337|M3|101|99936.45|EUR|58096843
5316182556|2026|11092025|26012025|CHI03 |FUEL_DIESEL_378||L|101|113339.71|USD|19554349
5562842450|2025|03072025|27052025|DEL05 |FUEL_NATURAL_GAS_625|1949.854|M3|101|131984.9|INR|30612026
5050024957|2025|10.01.2025|15.01.2025|IN01  |FUEL_DIESEL_120|3226.787|L|101|405467.71|INR|30416768
5258840320|2025|20.01.2025|03042025|US02  |FUEL_PETROL_782|4314.03|L|101|231084.21|USD|79244393
5313872977|2025|15012025|24022025|IN01  |FUEL_NATURAL_GAS_915|1498.816|M3|101|111886.96|INR|78609433
5178452267|2025|04-Jan-2025|04.02.2025|MUM01 |FUEL_PETROL_406|4552.625|L|101|615552.82|INR|47131091
5450379073|2026|13042025|18012026|IN01  |FUEL_NATURAL_GAS_921|1676.617|M3|101|119681.67|INR|28231345
5513471147|2025|04.03.2025|20032025|DE02  |FUEL_NATURAL_GAS_533|358.288|M3|101|40044.54|EUR|97612093
5072811549|2025|19012025|16022025|FRA01 |FUEL_HEAVY_FUEL_OIL_705|52.644|MT|101|3058.55|EUR|09725970
5913318495|2025|28012025|"=""19.07.2025"""|CHI03 |FUEL_PETROL_420|3578.776|L|101|233855.72|USD|04921959
5635876588|2025|19042025|01012025|MUM01 |FUEL_PETROL_503|4093.416|L|101|342063.9|INR|50861008
5503743558|2025|16012025|22012025|DE02  |FUEL_PETROL_399|4786.668|L|101|476529.36|EUR|75412070
5936651027|2025|07012025|10092025|US02  |FUEL_HEAVY_FUEL_OIL_257|81.076|MT|101|8039.62|USD|67594795
5970897215|2025|19012025|29012025|US01  |FUEL_HEAVY_FUEL_OIL_144|90.815|MT|101|10770.83|USD|13780451
5028454538|2025|21062025|03/09/2025|CHI03 |FUEL_DIESEL_375|2895.36|L|101|398300.5|USD|00035897
5447984671|2025|16032025|08042025|UK01  |FUEL_DIESEL_690|4130.565|L|101|445103.88|GBP|07935673
5323288048|2026|20012025|21012026|DEL05 |FUEL_NATURAL_GAS_769|1423.412|M3|101|198902.54|INR|17272564
5914333491|2025|11062025|09092025|FRA01 |FUEL_PETROL_197|4317.173|L|101|271978.41|EUR|12980834
5141980197|2025|17072025|28042025|US02  |FUEL_NATURAL_GAS_806|952.849|M3|101|124928.06|USD|09701966
5438041424|2025|05012025|16022025|MUM01 |FUEL_DIESEL_229|3948.998|L|101|257392.46|INR|99564614
5122442760|2025|17012025|25092025|IN02  |FUEL_PETROL_790|4998.181|L|101|745845.57|INR|56545200
5823121468|2025|23042025|03.09.2025|IN02  |FUEL_DIESEL_232|765.725|L|101|84850.6|INR|49612072
5036801791|2025|05/14/2025|07062025|US02  |FUEL_HEAVY_FUEL_OIL_399|67.886|MT|101|4741.22|USD|30742627
5857105696|2025|03022025|05012025|US01  |FUEL_HEAVY_FUEL_OIL_626|38.39|MT|101|4231.92|USD|60887882
5977088958|2025|19072025|19092025|UK01  |FUEL_PETROL_665|760.203|L|101|90360.25|GBP|88221709
5466191996|2025|02012025|13012025|MUM01 |FUEL_NATURAL_GAS_907|1572.335|M3|101|219924.58|INR|93654274
5155065309|2025|13072025|05052025|DEL05 |FUEL_NATURAL_GAS_303|1482.091|M3|101|210607.12|INR|69603990
5800803910|2025|12082025|13072025|MUM01 |FUEL_HEAVY_FUEL_OIL_715|91.176|MT|101|5656.43|INR|39673645
5029789600|2025|"=""05.05.2025"""|30072025|MUM01 |FUEL_NATURAL_GAS_960|407.924|M3|101|29926.92|INR|70092071
5813003119|2025|19062025|"=""12.04.2025"""|UK01  |FUEL_NATURAL_GAS_944|1360.157|M3|101|140012.79|GBP|14201766
5845060159|2025|25072025|10072025|IN02  |FUEL_NATURAL_GAS_418|1474.38|M3|101|116490.34|INR|94766073
5025580768|2025|03012025|03012025|IN02  |FUEL_HEAVY_FUEL_OIL_844|11.942|MT|101|671.01|INR|33846383
5124278014|2025|27.07.2025|22062025|CHI03 |FUEL_HEAVY_FUEL_OIL_333|33.277|MT|101|2840.82|USD|12465590
5724587086|2025|19062025|19012025|UK01  |FUEL_HEAVY_FUEL_OIL_835|56.342|MT|101|5155.12|GBP|26795544
5024104591|2025|06032025|17.02.2025|UK01  |FUEL_HEAVY_FUEL_OIL_565|35.256|MT|101|4255.99|GBP|78958209
5209503001|2026|15012026|02092025|IN01  |FUEL_PETROL_721|2068.868|L|101|152521.43|INR|05394872
5874486772|2026|13032025|28022026|US01  |FUEL_PETROL_692|2420.11|L|101|324523.56|USD|83954634
5730955813|2025|06012025|10012025|DE01  |FUEL_HEAVY_FUEL_OIL_284|87.886|MT|101|11340.55|EUR|47732163
5093623181|2025|04072025|23052025|CHI03 |FUEL_DIESEL_566|4961.1|L|101|504016.43|USD|93009322
5046092079|2025|02/26/2025|02032025|DE01  |FUEL_HEAVY_FUEL_OIL_107|89.34|MT|101|4827.26|EUR|50564324
5786278872|2025|17012025|04012025|FRA01 |FUEL_NATURAL_GAS_809|1510.045|M3|101|177903.45|EUR|23772412
5940604473|2025|28082025|06122025|DEL05 |FUEL_DIESEL_360|933.18|L|101|69538.94|INR|37073944
5853331904|2025|12052025|05062025|IN01  |FUEL_PETROL_667|3291.836|L|101|369245.07|INR|40343969
5795664581|2025|19092025|30032025|US01  |FUEL_NATURAL_GAS_192|1230.319|M3|101|151335.24|USD|29775009
5927962320|2025|16032025|24022025|IN01  ||3006.003|L|101|367368.66|INR|28529236
5450865467|2025|27012025|12012025|IN02  |FUEL_DIESEL_805|1863.237|L|101|171799.99|INR|43774531
5353020651|2025|05072025|16032025|LON02 |FUEL_HEAVY_FUEL_OIL_155|38.336|MT|101|4569.86|GBP|89494951
5649751716|2026|08122025|14022025|DE01  |FUEL_DIESEL_706|2091.383|L|101|187999.79|EUR|07494820
5798885820|2025|06012025|04.01.2025|DEL05 |FUEL_DIESEL_269|2044.932|L|101|303350.88||03051346
5985216205|2026|19052025|11032025|US02  |FUEL_PETROL_239|2253.39|L|101|115857.64|USD|17675762
5789074164|2026|14122025|14122025|FRA01 |FUEL_HEAVY_FUEL_OIL_634|22.356|MT|101|3315.7|EUR|28799654
5676733937|2025|27042025|16092025|CHI03 |FUEL_NATURAL_GAS_668|1160.372|M3|101|92978.27|USD|90812108
5612757567|2025|07012025|19032025|IN01  |FUEL_DIESEL_640|4865.771|L|101|490576.88|INR|75938943
5556154456|2025|01012025|01012025|LON02 |FUEL_HEAVY_FUEL_OIL_950|87.544|MT|101|4977.34|GBP|21554025
5053736736|2025|10012025|17032025|IN01  |FUEL_DIESEL_563|4210.676|L|101|291384.25|INR|31613983
5685838255|2025|17082025|03032025|IN02  |FUEL_PETROL_545|4159.133|L|101|404469.05|INR|25349820
5000343082|2025|16042025|12072025|US01  |FUEL_PETROL_524|3220.04|L|101|239599.74|USD|03052065
5960638911|2025|20012025|10032025|DEL05 |FUEL_PETROL_870|1248.535|L|101|82914.45|INR|79011907
5364763116|2025|19062025|24032025|UK01  |FUEL_PETROL_541|1922.188|L|101|177073.51|GBP|87921151
5476118366|2025|15022025|15032025|US02  |FUEL_DIESEL_570|4366.466|L|101|299433.23|USD|81350507
5594746218|2025|14042025|16022025|CHI03 |FUEL_DIESEL_527|1088.157|L|101|110969.38|USD|68491981
5378651297|2025|22022025|19042025|IN02  |FUEL_DIESEL_192|2530.089|L|101|127110.29|INR|55622294
5989543649|2025|19012025|06012025|IN01  |FUEL_PETROL_939|4358.497|ZZZ|101|286681.37|INR|66932106
5428643483|2025|09.01.2025|03042025|DEL05 |FUEL_DIESEL_550|2905.661|L|101|372141.46|INR|31477416
5164152703|2025|22.06.2025|30052025|CHI03 |FUEL_DIESEL_720|3630.524|L|101|474418.08|USD|61461552
5316283961|2025|06042025|12062025|IN01  |FUEL_HEAVY_FUEL_OIL_587|31.832|MT|101|4720.08|INR|15211747
5396151955|2025|04042025|10062025|LON02 |FUEL_PETROL_816|2788.908|L|101|330134.33|GBP|31300333
5470464902|2025|26.09.2025|25072025|CHI03 |FUEL_NATURAL_GAS_918|1691.129|M3|101|145184.09|USD|13677114
5167239977|2025|30052025|29012025|LON02 |FUEL_NATURAL_GAS_892|1819.36|M3|101|187960.5|GBP|98885698
5486331496|2025|06072025|20122025|CHI03 |FUEL_HEAVY_FUEL_OIL_831|94.558|MT|101|10316.35|XYZ|61544979
5253061652|2025|24022025|26052027|CHI03 |FUEL_HEAVY_FUEL_OIL_493|6.066|MT|101|554.14|USD|31025929
5678327930|2025|05122025|25092025|DEL05 |FUEL_PETROL_602|3626.244|L|101|394603.12|INR|70828341
5710460103|2026|"=""11.10.2025"""|31052025|US01  |FUEL_DIESEL_639|736.745|L|101|54619.11|USD|37610189
5777494450|2025|"=""15.04.2025"""|03052025|FRA01 |FUEL_NATURAL_GAS_838|1854.186|M3|101|142604.96|EUR|46221026
5825206856|2025|06012025|06012025|DE01  |FUEL_NATURAL_GAS_187|550.712|M3|101|75972.78|EUR|31127509
5277677832|2025|09042025|16042025|DEL05 |FUEL_DIESEL_245|782.95|L|101|66206.51|INR|21403183
5589680843|2025|10012025|26022025|US01  |FUEL_NATURAL_GAS_274|1384.865|M3|101|191734.65|USD|62563119
5131096896|2025|13032025|25032025|DEL05 |FUEL_HEAVY_FUEL_OIL_815|88.528|MT|101|12353.22|INR|21050188
5906234931|2026|06.03.2025|04.08.2025|MUM01 |FUEL_DIESEL_276|4302.144|L|101|475989.48|INR|66813633
5251230021|2026|08/02/2025|10112025|MUM01 |FUEL_HEAVY_FUEL_OIL_552|51.348|MT|101|5861.13|INR|05218582
5169123057|2025|21032025|11122025|US02  |FUEL_DIESEL_683|2219.854|L|101|228837.01|USD|95182547
5296632597|2025|16042025|20042025|LON02 |FUEL_NATURAL_GAS_205|608.685|M3|101|54353.6|GBP|65123961
5706625709|2025|14012025|24042025|US02  |FUEL_NATURAL_GAS_133|579.591|M3|101|75001.83|USD|86766462
5752640504|2026|06072025|02042026|IN01  |FUEL_HEAVY_FUEL_OIL_939|40.384|MT|101|3155.93|INR|41129420
5037543692|2025|16042025|15022025|MUM01 |FUEL_PETROL_935|2940.464|L|101|418650.74|INR|47343175
5648163773|2025|03012025|02012025|US01  |FUEL_HEAVY_FUEL_OIL_292|59.853|MT|101|5066.83|USD|03380415
5454767251|2026|06012025|13092025|MUM01 |FUEL_PETROL_877|1970.638|L|101|238575.38|INR|09507330
5108293279|2025|29032025|13022025|DEL05 |FUEL_NATURAL_GAS_271|1537.537|M3|101|159215.14|INR|79737505
5488068941|2025|01102025|28042025|IN02  |FUEL_NATURAL_GAS_111|1479.064|M3|101|173037.24|INR|01116687
5224204258|2025|16012025|07012025|LON02 |FUEL_HEAVY_FUEL_OIL_401|62.573|MT|101|4233.52|GBP|42693407
5584132404|2026|27092025|18012026|IN01  |FUEL_NATURAL_GAS_207|1861.946|M3|101|173661.21|INR|69591655
5490066700|2026|17012025|19042025|DE01  |FUEL_PETROL_776|1687.741|L|101|192244.94|EUR|61415125
5194926620|2025|21072025|11082025|LON02 |FUEL_NATURAL_GAS_527|1946.088|M3|101|254751.5|GBP|99395509
5450040231|2025|29-Apr-2025|29.03.2025|FRA01 |FUEL_DIESEL_531|4745.81|L|101|240588.22|EUR|20161389
5070782032|2025|13022025|05112025|IN01  |FUEL_NATURAL_GAS_671|747.986|M3|101|95634.31|INR|35739336
5577074808|2025|09072025|10032025|MUM01 |FUEL_NATURAL_GAS_178|1172.442|M3|101|63541.55|INR|41381531
5202218845|2025|14032025|"=""30.03.2025"""|IN02  |FUEL_PETROL_979|2666.211|L|101|241228.55|INR|53556417
5263310725|2025|12032025|02032025|DE01  |FUEL_NATURAL_GAS_952|245.109|M3|101|32271.22|EUR|76560265
5431597994|2025|20032025|07.04.2025|US02  |FUEL_PETROL_824|4602.783|L|101|513049.74|USD|23338933
5564675323|2025|31012025|29032025|IN01  |FUEL_DIESEL_328|2274.738|L|101|245352.75|INR|53967306
5064244878|2025|24032025|17032025|IN02  |FUEL_HEAVY_FUEL_OIL_959|65.611|MT|101|6254.25|INR|48206930
5883476249|2026|10022026|07122025|DEL05 |FUEL_NATURAL_GAS_894|1178.81|M3|101|134651.38|INR|61468338
5056702954|2025|26.01.2025|11022025|DE01  |FUEL_DIESEL_993|4087.178|L|101|420347.03|EUR|43117687
5693719694|2025|13022025|13052025|US02  |FUEL_NATURAL_GAS_211|1644.922|M3|101|241718.82|USD|97757277
5451402132|2025|23.04.2025|02.05.2025|MUM01 |FUEL_DIESEL_818|3952.041|L|101|243142.97|INR|47017023
5549756247|2025|26042025|13072025|CHI03 |FUEL_HEAVY_FUEL_OIL_385|29.199|MT|101|3325.79|USD|32679537
5004894595|2025|29012025|19.01.2025|MUM01 |FUEL_PETROL_884|2777.716|L|101|335638.01|INR|28962860
5577143345|2026|11042026|08.04.2025|UK01  |FUEL_DIESEL_144|1014.179||101|137015.25|GBP|16663496
5239764841|2025|03/20/2025|16.02.2025|IN01  |FUEL_DIESEL_919|1397.907|L|101|190904.18|INR|46638590
5547040791|2026|10072025|30122025|CHI03 |FUEL_PETROL_336|3193.169|L|101|263157.52|USD|22459263
5094598213|2025|03032025|16012025|UK01  |FUEL_NATURAL_GAS_958|274.494|M3|101|29580.93|GBP|58046677
5864349889|2026|06022025|30012026|IN01  |FUEL_PETROL_947|3219.055|L|101|329893.1|INR|92471894
5379208435|2025|22022025|16032025|IN02  |FUEL_DIESEL_108|1033.299|L|101|104494.64|INR|23883183
5849438315|2025|17032025|08072025|FRA01 |FUEL_PETROL_196|3040.707|L|101|341527.41|EUR|76397664
5964972907|2025|22.04.2025|20042025|MUM01 |FUEL_HEAVY_FUEL_OIL_161|37.59|MT|101|3800.97|INR|37286276
5080718296|2025|15052025|16032025|IN02  |FUEL_NATURAL_GAS_121|748.263|M3|101|59598.74|INR|81936608
5917316561|2026|01042025|08032025|UK01  |FUEL_PETROL_198|1219.03|L|101|79303.18|GBP|24676909
5832021667|2025|03052025|19052025|IN01  |FUEL_PETROL_987|3822.737|L|101|493422.01|INR|19863784
5122405173|2025|19012025|27022025|LON02 |FUEL_HEAVY_FUEL_OIL_982|70.848|MT|101|4460.93|GBP|75473097
5965256288|2025|01022025|02012025|UK01  |FUEL_PETROL_980|4729.48|L|101|660035.7|GBP|73983695
5645559460|2026|07062025|27072025|IN02  |FUEL_HEAVY_FUEL_OIL_519|6.571|MT|101|833.88|INR|09676032
5506306168|2026|31122025|01.02.2026|DEL05 |FUEL_DIESEL_341|3794.685|L|101|274279.78|INR|66071077
5368499861|2026|19062025|22032025|US01  |FUEL_NATURAL_GAS_725|964.035|M3|101|118770.68|USD|87442532
5013860378|2025|22012025|14-Feb-2025|DE01  |FUEL_NATURAL_GAS_906|764.398|M3|101|67997.82|EUR|24797882
5879213333|2026|22072025|26012025|MUM01 |FUEL_NATURAL_GAS_162|202.933|M3|101|24255.27|INR|40989368
5995016849|2025|14032025|10042025|LON02 |FUEL_PETROL_438|3323.952|L|101|492724.82|GBP|14338370
5672494620|2025|05012025|18.01.2025|IN01  |FUEL_DIESEL_478|3591.844|L|101|458423.97|INR|81657872
5584947884|2025|05072025|09042025|LON02 |FUEL_NATURAL_GAS_182|1905.376|M3|101|226798.37|GBP|68358099
5295443545|2025|14082025|06072025|US01  |FUEL_DIESEL_633|912.27|L|101|78238.12|USD|88007935
5322673285|2025|06012025|01022025|CHI03 |FUEL_NATURAL_GAS_628|572.725|M3|101|66149.17|USD|70478838
5782853518|2025|18042025|31072025|CHI03 |FUEL_NATURAL_GAS_707|445.053|M3|101|40356.28|USD|81064972
5503307740|2025|21052025|22062025|US02  |FUEL_NATURAL_GAS_339|898.994|M3|101|99633.73|USD|98770241
5006970410|2026|01052025|15062025|DE02  |FUEL_NATURAL_GAS_449|1684.773|M3|101|163256.78|EUR|59840501
5718522728|2025|21102025|23.09.2025|DEL05 |FUEL_NATURAL_GAS_717|1341.547|M3|101|142010.59|INR|63721853
5963452389|2025|05.08.2025|01.03.2025|IN02  |FUEL_PETROL_796|4903.521|L|101|661178.98|INR|74489812
5818578266|2025|28062025|16042025|LON02 |FUEL_PETROL_347|868.819|L|101|43797.12|GBP|15106334
5882498313|2025|23012025|12012025|US01  |FUEL_PETROL_218|2689.873|L|101|211324.59|USD|61124983
5375348216|2025|17032025|12012025|US02  |FUEL_DIESEL_504|2439.816|L|101|332757.54|USD|50907381
5640256739|2026|21102025|17.07.2025|DEL05 |FUEL_HEAVY_FUEL_OIL_895|11.223|MT|101|1061.64|INR|71841540
5576012405|2025|21012025|03012025|LON02 |FUEL_HEAVY_FUEL_OIL_252|40.02|MT|101|2535.69|GBP|82412074
5240797365|2026|06092025|11052025|DE02  |FUEL_DIESEL_396|3555.312|L|101|242559.25|EUR|11192130
5892738303|2025|10012025|23072025|UK01  |FUEL_NATURAL_GAS_329|377.559|M3|101|21580.12|GBP|97645840
5375249432|2026|13112025|10012026|UK01  |FUEL_HEAVY_FUEL_OIL_425|16.44|MT|101|872.28|GBP|02033904
5473724640|2025|19062025|28072025|DE01  |FUEL_PETROL_445|3938.779|L|101|210301.68|EUR|92594149
5890541116|2025|15032025|29052025|LON02 |FUEL_HEAVY_FUEL_OIL_254|86.034|MT|101|4495.6|GBP|98856114
5816161515|2025|10012025|02012025|MUM01 |FUEL_HEAVY_FUEL_OIL_560|5.545|MT|101|710.98|INR|12368230
5686097962|2025|08042025|15012025|DE01  |FUEL_PETROL_217||L|101|293826.98|EUR|14182213
5438061013|2025|23032025|03022025|UK01  |FUEL_DIESEL_255|1523.603|L|101|106886.32|GBP|26412147
5719953825|2025|14042025|19012025|US01  |FUEL_NATURAL_GAS_446|1785.014|M3|101|246948.9|USD|26345144
5126829670|2026|17122025|23122025|IN01  |FUEL_DIESEL_120|4724.789|L|101|465223.83|INR|86166583
5299108992|2025|23082025|15032025|DE01  |FUEL_NATURAL_GAS_984|254.353|M3|101|16698.55|EUR|99847989
5450736770|2025|28062025|12062025|UK01  |FUEL_HEAVY_FUEL_OIL_895|49.297|MT|101|4128.43|GBP|81019924
5236769950|2026|01122025|21052025|DE01  |FUEL_PETROL_784|3786.298|L|101|247410.96|EUR|99693139
5767570444|2026|11032026|11032025|DEL05 |FUEL_HEAVY_FUEL_OIL_224|87.146|MT|101|4809.54|INR|84261367
5183400621|2025|02/22/2025|01022025|US01  |FUEL_PETROL_761|3099.744|L|101|410936.45|USD|10165424
5385940511|2025|"=""09.03.2025"""|29012025|US01  |FUEL_DIESEL_460|1523.219|L|101|220283.61|USD|91717636
5960524666|2025|13-Jan-2025|17012025|CHI03 |FUEL_NATURAL_GAS_733|360.687|M3|101|35380.01|USD|23698325
5332910994|2025|18012025|19012025|FRA01 |FUEL_HEAVY_FUEL_OIL_735|49.331|MT|101|3163.13|EUR|48016211
5255582866|2025|20032025|20/25/1907|LON02 |FUEL_HEAVY_FUEL_OIL_864|28.46|MT|101|3086.28|GBP|37643040
5682872768|2025|11052025|21012025|IN02  |FUEL_DIESEL_624|1677901.0|L|101|89942.39|INR|63325934
5076183113|2025|29042025|16032025|DE01  |FUEL_NATURAL_GAS_430|596.953|M3|101|75103.52|EUR|98225144
5191268554|2025|30012025|22012025|LON02 |FUEL_DIESEL_309|2379.585|L|101|250991.97|GBP|61818739
5857067948|2025|11032025|14052025|DE02  |FUEL_NATURAL_GAS_109|1069.139|M3|101|67894.01|EUR|95920702
5219627829|2025|04.02.2025|20022025|DE02  |FUEL_HEAVY_FUEL_OIL_979|22.342|MT|101|1794.5|EUR|36106391
5956728500|2025|20052025|15052025|FRA01 |FUEL_HEAVY_FUEL_OIL_916|31.836|MT|101|3370.69|EUR|57480336
5322911523|2025|05.10.2025|22022025|MUM01 |FUEL_PETROL_468|1047.475|L|101|118386.62|INR|98729411
5410222671|2025|15042025|15032025|US01  |FUEL_DIESEL_294|1785.938|L|101|207198.66|USD|20616911
5610066287|2025|24092025|15042025|IN02  |FUEL_PETROL_662|3476.293|L|101|281948.29|INR|27763706
5785444974|2025|02052025|31032025|CHI03 ||305.16|M3|101|30089.91|USD|45352272
5881631657|2025|22032025|13052025|DE01  |FUEL_NATURAL_GAS_924|1853.617|M3|101|272598.5|EUR|07944104
5962074641|2025|27092025|09052025|LON02 |FUEL_NATURAL_GAS_976|965.7|M3|101|144398.17|GBP|41084658
5230712281|2025|25012025|01022025|MUM01 |FUEL_PETROL_841|4916.127|L|101|494392.02|INR|21587590
