MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|ERFMG|ERFME|BWART|SHKZG|NETWR|WAERS|LIFNR|XBLNR
5674785406|2025|27012025|07012025|DE02  |509059416373793368|9389.147|L|9389.147|L|201|S|1919349.35|EUR|000000223|PO-2026338
5121674867|2025|09012025|07032025|DEL05 |204959555890798236|98.454|MT|98.454|MT|101|H|8648.09|INR|000004611|
5556740435|2025|11012025|02.02.2025|DE01  |453916384082296621|2594.657|L|2594.657|L|101|H|716350.26|EUR|000000223|PO-2025139
5235261929|2025|08032025|"=""01.02.2025"""|IN02  |MAT_370409_A|1422.209|L|1422.209|L|101|H|440094.77|INR|000004611|PO-2026210
5973376060|2025|11032025|07032025|MUM01 |MAT_594360_B|727.414|L|727.414|L|101|S|114497.14|INR|000009981|PO-2025389
5586238404|2025|02032025|01/14/2025|LON02 |RMF-CHE-676MT|285.01|BOX|285.01||122|H|72047.56|GBP|000005551|PO-2026631
5719185661|2025|28022025|10022025|DEL05 |Z-STEEL-2057|1597.557|L|1597.557|L|261|H|715573.73|INR|000009981|PO-2026572
5984642470|2025|21022025|20022025|MUM01 |MAT_709457_REV2|7435.25|L|7435.25|L|541|H|493289.91|INR|000009981|PO-2025598
5482746557|2025|29012025|28012025|FRA01 |MAT_891268_A|68.161|EA|68.161|EA|101|S|29110.96|EUR|000000112|PO-2025126
5907302561|2025|24.02.2025|31012025|LON02 |Z-CHEM-5230|1891.502|L|1891.502|L|501|S|564158.05|GBP|000005551|
5556399746|2025|07022025|15022025|IN02  |RMF-LUB-206MT|58.761|MT|58.761|MT|101|S|20848.61|INR|000004611|
5900337612|2025|02032025|13022025|US02  |Z-LUBE-7643|423.2|EA|423.2|EA|101|S|26001.27|USD|000002211|PO-2026795
5219290324|2025|06.03.2025|05022025|FRA01 |Z-STEEL-8904|426.561|KG||KG|101|S|159022.77|EUR|000000112|PO-2026779
5150860911|2025|28012025|02022025|MUM01 |MAT_893871_B|1010.729|L|1010.729|L|101|S|214384.02|INR|000009981|PO-2025160
5698400478|2025|28012025|01022025|IN01  |MAT_777292_REV2|175.046|MT|175.046|MT|101|H|59154.0|INR|000008821|
5685984633|2025|12022025|19032025|US01  |320368762490294113|150.402|HR|150.402|HR|101|S|37926.28|USD|000002211|
5145818005|2025|11012025|05.03.2025|UK01  |Z-LUBE-1954|1215.495|L|1215.495|L|261|S|168926.33|GBP|000005551|PO-2025129
5938586675|2025|12032025|09012025|IN01  |448443282639449014|1965.569|L|1965.569||101|H|190627.82|INR|000008821|PO-2026102
5717980703|2025|11012025|27012025|DEL05 |Z-CHEM-3181|213.167|MT|213.167|MT|261|S|34480.38|INR|000009981|PO-2026611
5204136301|2025|22012025|25022025|IN01  |RMF-LUB-619KG|327.98|L|327.98||122|S|55293.27|INR|000009981|PO-2026242
5897680481|2025|15022025|15012025|DE01  |644623778960241348|863.748|L|863.748|L|101|S|395228.76|EUR|000000112|PO-2026933
5219390906|2025|16.03.2025|31012025|IN02  |Z-FUEL-4829|5154.343|L|5154.343|L|101|H|1493724.16|INR|000009981|PO-2026738
5311580482|2025|05032025|14022025|LON02 |862600538449671779|369.429|BOX|369.429|BOX|101|H|145711.63|GBP|000005551|PO-2026536
5664461692|2025|10022025|25022025|DE01  |MAT_359311_REV2|102.271|EA|102.271|EA|101|H|7539.84|EUR|000000112|
5296368938|2025|27012025|12012025|LON02 |MAT_887555_REV2|416.473|BOX|416.473|BOX|101|H|93499.17|GBP|000005551|PO-2026036
5201723085|2025|11032025|13032025|US02  |181030842773139135|734.269|L|734.269|L|101|H|79759.34|USD|000002212|PO-2025288
5891261494|2025|23012025|28022025|IN01  |Z-CHEM-8297|1165.622|L|1165.622|L|101|S|477816.54|INR|000009981|PO-2026903
5125452472|2025|23032025|03032025|US01  |MAT_793277_B|1795.905|L|1795.905|L|122|S|237072.71|USD|000002211|PO-2025700
5849999350|2025|17022025|22012025|DE02  |RMF-CHE-170L|1125.629|L||L|101|H|413042.67|EUR|000000112|
5088306703|2025|23032025|01/30/2025|MUM01 |RMF-IND-329KG|181.382|BOX|181.382|BOX|101|S|20798.58|INR|000009981|PO-2025973
5571678925|2025|19032025|02/13/2025|IN01  |346967439203441578|4096.468|L|4096.468|L|101|S|1982103.92|INR|000004611|
5661483620|2025|07022025|19022025|DE01  |RMF-LUB-891KG|101.602|KG|101.602|KG|101|S|9088.5|EUR|000000223|
5221459540|2025|17032025|21022025|FRA01 |MAT_449078_A|433.811|EA|433.811|EA|101|H|202125.6|EUR|000000223|PO-2025285
5705371128|2025|06022025|02012025|DEL05 |Z-FUEL-7577|9493.036|L|9493.036|L|102|H|2896875.48|INR|000009981|PO-2025500
5396819103|2025|08032025|07022025|US01  |470369763936198076|57.843|EA|57.843|EA|101|H|18786.96|USD|000002211|PO-2026984
5994792170|2025|04-Mar-2025|18032025|DEL05 |596553136322372848|3297.858|L||L|101|H|293619.92|INR|000009981|PO-2025573
5430282261|2025|28012025|11022025|UK01  |467808086518495821|1812.399|L|1812.399|L|541|S|709072.72|GBP|000005551|PO-2025196
5838646488|2025|10.02.2025|23.01.2025|FRA01 |Z-CHEM-8392|328.983|KG|328.983||102|S|130709.65|EUR|000000223|PO-2026076
5151572296|2025|27012025|20032025|UK01  |Z-STEEL-5730|229.139|BOX||BOX|541|H|89135.83|GBP|000005551|PO-2025655
5813098316|2025|24032025|30.01.2025|IN01  |Z-LUBE-2455|1404.517|L|1404.517|L|261|S|94337.2|INR|000009981|
5661692165|2025|18032025|11032025|US01  |Z-CHEM-7642|3577.277|L||L|101|S|1074507.5|USD|000002211|PO-2025184
5074717052|2025|03012025|"=""09.01.2025"""|US02  |RMF-CHE-305L|1864.835|L|1864.835|L|101|S|306730.27|USD|000002212|
5010969458|2025|13.03.2025|05022025|FRA01 |Z-FUEL-7397|23741.898|L|23741.898|L|101|S|11537829.4|EUR|000000112|PO-2025588
5747412089|2025|21012025|29032025|IN01  |MAT_940295_B|289.633|EA||EA|101|H|117121.68|INR|000009981|
5381086266|2025|26022025|28.03.2025|US02  |Z-FUEL-6412|3766.704|L|3766.704|L|101|S|538141.42|USD|000002212|
5588457582|2025|03032025|04022025|DEL05 |Z-CHEM-8939|30737.739|L|30737.739|L|122|H|5969724.96|INR|000009981|PO-2025951
5480138984|2025|05022025|27022025|DE01  |972721317817167536|2200.077|L|2200.077|L|101|H|551464.22|EUR|000000223|PO-2025309
5416330274|2025|11012025|12012025|IN01  |RMF-CHE-163KG|1361.889|L|1361.889|L|201|H|303904.31|INR|000009981|PO-2026084
5914506562|2025|05012025|01042025|CHI03 |578295282434977177|279.982|HR|279.982|HR|101|S|38939.3|USD|000002212|
5358656354|2025|11012025|12012025|US01  |Z-STEEL-1255|8129.785|L|8129.785|L|101|H|3816088.04|USD|000002212|PO-2026264
5927218190|2025|24032025|05012025|LON02 |MAT_696214_B|16911.067|L|16911.067|L|101|H|6190743.59|GBP|000005551|PO-2026372
5747604556|2025|29012025|29032025|US02  |RMF-IND-767MT|1186.415|L|1186.415|L|122|S|284980.6|USD|000002211|
5161092398|2025|26032025|07022025|MUM01 |391411770439576104|2928.36|L|2928.36|L|101|S|375050.52|INR|000009981|PO-2026225
5648992466|2025|13022025|27.01.2025|MUM01 |513848896907923437|1163.581|L|1163.581|L|101|S|281748.91|INR|000004611|PO-2025673
5173291871|2025|02.03.2025|13032025|UK01  |Z-CHEM-4800|429.607|BOX|429.607|BOX|101|S|71811.84|GBP|000005551|
5159135263|2025|27022025|06032025|IN01  |070696663758295129|1849.693|L|1849.693|L|101|H|889381.34|INR|000004611|PO-2025507
5990751293|2025|27022025|02042025|IN02  |Z-CHEM-4933|35.812|MT|35.812|MT|501|S|15447.09|INR|000004611|
5530591960|2025|"=""13.01.2025"""|01022025|IN01  |010185148293733748|26.112|EA|26.112|EA|321|S|2399.19|INR|000004611|PO-2026557
5415548005|2025|01032025|05032025|DE01  |464117679719480123|176.093|EA|176.093|EA|102|H|48662.25|EUR|000000112|PO-2025769
5935988250|2025|01032025|10012025|UK01  |Z-FUEL-4186|1490.163|L||L|501|H|563928.48|GBP|000005551|PO-2026344
5086393701|2025|18012025|08022025|LON02 |Z-STEEL-2097|1508.698|L|1508.698|L|101|S|458226.97|GBP|000005551|PO-2026672
5094577154|2025|06012025|04022025|IN02  |MAT_466894_REV1|412.305|BOX|412.305|BOX|201|S|34781.06|INR|000009981|
5159056341|2025|23032025|06.04.2025|DEL05 |Z-FUEL-2647|427.234|L|427.234|L|541|S|98371.8|INR|000004611|PO-2026440
5937120684|2025|24.01.2025|22012025|IN02  |MAT_876446_B|605.882|L|605.882|L|102|H|199702.94|INR|000004611|
5228995163|2025|25032025|22012025|LON02 |MAT_406524_REV1|1183.159|L|1183.159|L|101|H|536652.4|GBP|000005551|PO-2026267
5413699250|2025|14032025|26022025|MUM01 |RMF-CHE-277L|4868.346|L|4868.346|L|101|S|1388104.9|INR|000009981|PO-2025706
5658231173|2025|07.04.2025|03/30/2025|UK01  |220422764346666148|709.843|L|709.843|L|101|H|82929.12|GBP|000005551|PO-2025244
5024679300|2025|03022025|24012025|CHI03 |RMF-DIE-448MT|322.288|EA||EA|101|H|68520.34|USD|000002212|PO-2025230
5342335953|2025|04022025|16032025|DE02  |RMF-DIE-453KG|3375.507|L||L|101|S|1669377.9|EUR|000000112|PO-2025126
5121289183|2025|01/04/2025|24032025|IN01  |Z-LUBE-1329|1521.366|L|1521.366|L|122|S|283990.0|INR|000004611|PO-2025837
5424205685|2025|25022025|07.04.2025|DE01  |829626632636274987|198.868|KG|198.868|KG|101|S|27372.38|EUR|000000112|PO-2026442
5342947435|2025|04022025|05042025|LON02 |RMF-LUB-355L|28601.179|L|28601.179|L|101|H|10681617.77|GBP|000005551|
5460865296|2025|02/01/2025|16012025|DEL05 |364468995306117187|415.032|MT|415.032|MT|101|H|115624.05|INR|000004611|
5786043148|2025|08042025|21022025|DEL05 |Z-FUEL-2165|989.281|L|989.281|L|101|S|264791.28|INR|000004611|PO-2025237
5670219149|2025|27022025|01042025|MUM01 |876729876891987024|7835.894|L|7835.894|L|101|S|2687274.58|INR|000009981|PO-2026633
5439973012|2025|27022025|01012025|MUM01 |Z-FUEL-3347|43404.011|L|43404.011|L|101|H|15680748.98|INR|000009981|PO-2026951
5634307448|2025|20012025|22022025|CHI03 |808670403739650195|273.167|HR|273.167|HR|101|H|106777.44|USD|000002211|
5053976720|2025|18022025|31.01.2025|LON02 |778497487013594933|363.857|BOX|363.857|BOX|101|S|95898.56|GBP|000005551|PO-2025456
5623515703|2025|27022025|23022025|LON02 |RMF-CHE-972MT|165.941|BOX|165.941|BOX|201|H|52440.97|GBP|000005551|PO-2026204
5215252647|2025|05042025|13032025|DE01  |MAT_923304_A|751.438|L|751.438||261|H|229899.91|EUR|000000112|PO-2026969
5552270038|2025|08.04.2025|06.03.2025|DEL05 |366711057849544545|987.118|L||L|122|S|231065.68|INR|000009981|PO-2026057
5907886920|2025|22012025|21012025|IN02  |RMF-DIE-910L|1500.613|L|1500.613|L|101|H|148361.65|INR|000009981|PO-2025440
5484779311|2025|02032025|17012025|UK01  |Z-STEEL-7896|451.102|BOX|451.102|BOX|101|S|102912.16|GBP|000005551|
5087286151|2025|25012025|06032025|US01  |Z-FUEL-4082|184.467|EA|184.467|EA|201|H|83573.24|USD|000002211|PO-2026911
5256654218|2025|15012025|11022025|DEL05 |MAT_622463_A|91.649|L|91.649|L|101|H|22426.71|INR|000009981|PO-2025218
5109253479|2025|22.03.2025|25022025|FRA01 |MAT_657761_REV2|171.882|EA|171.882|EA|101|H|58325.05|EUR|000000223|PO-2026081
5117471710|2025|08.03.2025|14-Feb-2025|IN01  |MAT_808061_A|1180.568|L|1180.568|L|101|H|549443.43|INR|000009981|PO-2026051
5676504458|2025|09032025|15022025|LON02 |RMF-CHE-961KG|9916.952|L|9916.952|L|101|S|4571088.24|GBP|000005551|
5967975705|2025|28-Feb-2025|04012025|IN02  |MAT_173319_B|169.296|L|169.296|L|501|H|47566.53|INR|000009981|PO-2025883
5574636035|2025|29012025|04032025|UK01  |MAT_500143_B|112.805|BOX|112.805|BOX|101|S|48128.26|GBP|000005551|PO-2026414
5878327393|2025|03.02.2025|10042025|US02  |101972225230034131|64.91|EA||EA|102|S|12236.48|USD|000002211|
5100001926|2025|22032025|20012025|UK01  |025425033818789677|2216.106|L|2216.106|L|261|H|541066.26|GBP|000005551|
5667969844|2025|01022025|21022025|MUM01 |MAT_993969_REV2|938.921|L|938.921|L|101|S|102418.7|INR|000009981|
5011413706|2025|"=""17.01.2025"""|09032025|US01  |Z-CHEM-5647|154.685|EA|154.685|EA|101|S|10504.37|USD|000002211|PO-2025672
5668919529|2025|30032025|29012025|US02  |MAT_860742_B|154.012|HR|154.012|HR|101|S|68211.68|USD|000002211|
5448871747|2025|06032025|10032025|DE01  |MAT_939919_REV2|9952.748|L||L|541|H|3792377.99|EUR|000000223|PO-2025996
5374882856|2025|01032025|30032025|DEL05 |MAT_602557_REV1|399.979|BOX|399.979|BOX|101|H|33131.36|INR|000009981|PO-2026146
5634914623|2025|22012025|17032025|FRA01 |MAT_939660_A|1942.339|L|1942.339|L|101|H|795918.81|EUR|000000112|PO-2025576
5153727285|2025|"=""30.03.2025"""|20012025|FRA01 |Z-CHEM-1706|115.841|EA|115.841|EA|321|H|30328.58|EUR|000000112|
5168032858|2025|19032025|05042025|CHI03 |Z-FUEL-3874|1546.613|L|1546.613||501|H|570629.38|USD|000002211|PO-2026463
5280545293|2025|03022025|03042025|CHI03 |Z-CHEM-7892|4611.815|L|4611.815|L|122|S|1062186.62|USD|000002211|
5243437843|2025|25012025|07042025|DE02  |Z-STEEL-6522|21.609|KG|21.609|KG|101|H|10484.94|EUR|000000112|PO-2026917
5919243303|2025|21032025|14-Jan-2025|LON02 |MAT_373874_REV2|6461.45|L|6461.45|L|101|S|1531335.54|GBP|000005551|
5145419032|2025|16022025|16032025|MUM01 |Z-LUBE-2545|302.683|MT|302.683||101|S|116816.35|INR|000009981|PO-2025162
5595823553|2025|01032025|18022025|DE01  |Z-FUEL-3803|13.181|EA|13.181||261|S|3964.49|EUR|000000112|
5205958553|2025|09.02.2025|17012025|CHI03 |455019201229213082|337.49|HR|337.49|HR|101|S|145377.28|USD|000002211|
5924851900|2025|25022025|20042025|MUM01 |Z-FUEL-9282|8129.205|L|8129.205|L|101|H|1161869.2|INR|000009981|PO-2025528
5407985843|2025|17022025|03.03.2025|DE01  |RMF-CHE-303KG|176.268|KG|176.268|KG|101|H|44678.21|EUR|000000112|PO-2025377
5301421216|2025|03012025|"=""09.01.2025"""|CHI03 |584000769204154994|372.553|HR|372.553|HR|541|S|55161.7|USD|000002211|
5171586393|2025|04022025|20042025|IN02  |MAT_511772_REV2|2028.351|L|2028.351|L|101|H|796767.97|INR|000009981|PO-2026394
5421057855|2025|19042025|14032025|US01  |RMF-IND-666MT|43.702|EA||EA|101|H|3208.49|USD|000002211|
5809700777|2025|14022025|22022025|FRA01 |Z-CHEM-6163|601.695|L|601.695|L|101|H|123056.7|EUR|000000112|PO-2025375
5578090941|2025|20032025|14012025|CHI03 |260543971715691753|8621.264|L|8621.264|L|101|S|956138.2|USD|000002211|PO-2025719
5681865279|2025|22032025|23022025|DE01  |246009397170835994|98.255|EA|98.255|EA|101|S|32172.08|EUR|000000223|PO-2026711
5373974203|2025|14012025|07022025|FRA01 |RMF-IND-896KG|535.76|L||L|101|S|231597.72|EUR|000000112|
5943210358|2025|15042025|22022025|US01  |MAT_711500_REV1|2929.816|L|2929.816|L|501|S|560339.07|USD|000002211|PO-2025923
5456736929|2025|12012025|03012025|CHI03 |MAT_960294_REV1|422.018|HR|422.018|HR|541|H|43990.15|USD|000002211|PO-2025356
5341332126|2025|21022025|03012025|UK01  |Z-LUBE-5446|107.8|BOX|107.8|BOX|501|S|24883.83|GBP|000005551|PO-2026063
5709688960|2025|26022025|02012025|IN01  |MAT_760556_B|5031.867|L|5031.867|L|101|H|649062.75|INR|000009981|PO-2026806
5261716742|2025|15042025|13032025|IN02  |MAT_770527_REV2|71.371|L|71.371|L|101|H|13501.76|INR|000009981|PO-2026724
5390311957|2025|23042025|11042025|IN01  |MAT_973043_A|41195.818|L|41195.818|L|101|S|4758677.79|INR|000009981|
5471810094|2025|"=""19.04.2025"""|26022025|DEL05 |333192032713839962|1321.581|L|1321.581|L|101|S|267171.17|INR|000009981|PO-2025869
5639479066|2025|26012025|19042025|IN02  |Z-LUBE-1700|1190.893|L|1190.893|L|101|S|434480.28|INR|000009981|PO-2026716
5483890431|2025|21042025|27032025|DE02  |444960066316889933|77.867|KG|77.867|KG|101|S|19671.71|EUR|000000112|PO-2025469
5902833847|2025|19022025|12012025|IN01  |RMF-CHE-118KG|16477.07|L|16477.07|L|101|S|6856624.7|INR|000009981|PO-2025872
5043451318|2025|31012025|16.04.2025|FRA01 |Z-CHEM-2224|14803.79|L|14803.79|L|101|S|3478171.31|EUR|000000112|PO-2025657
5429066156|2025|31012025|14032025|DE01  |RMF-LUB-817L|934.051|L|934.051|L|541|S|317071.67|EUR|000000223|PO-2025910
5274488382|2025|04032025|04/06/2025|IN02  |Z-LUBE-3035|483.425|BOX|483.425|BOX|101|H|146394.97|INR|000009981|PO-2025108
5110057903|2025|18042025|18022025|IN01  |850453628140930721|475.806|MT|475.806|MT|101|S|202171.84|INR|000004611|PO-2025011
5551926712|2025|05042025|06032025|US02  |MAT_741102_A|1637.461|L|1637.461|L|122|H|763325.61|USD|000002211|
5621683261|2025|17032025|07022025|DE02  |Z-LUBE-6577|178.265|EA|178.265|EA|101|H|28136.17|EUR|000000112|PO-2026350
5852746661|2025|02.04.2025|05032025|IN01  |RMF-CHE-414KG|25.07|MT|25.07|MT|101|H|4596.33|INR|000004611|
5924682967|2025|19042025|17012025|IN02  |MAT_140745_REV2|373.826|MT|373.826|MT|101|H|157031.3|INR|000008821|PO-2025018
5969958894|2025|01022025|26022025|DE02  |184362121387639535|9652.164|L|9652.164|L|261|H|3138864.69|EUR|000000112|PO-2026075
5553180265|2025|10032025|10042025|IN02  |MAT_545728_B|8417.835|L|8417.835||101|H|2408174.9|INR|000009981|PO-2025696
5363038905|2025|11012025|21032025|IN02  |RMF-IND-563L|870.642|L|870.642|L|101|S|88015.27|INR|000009981|PO-2025747
5339635085|2025|26022025|13042025|IN02  |Z-CHEM-4553|1026.877|L|1026.877||102|H|483733.77|INR|000004611|PO-2025888
5640018512|2025|25022025|03032025|DE01  |MAT_953523_A|367.719|KG|367.719|KG|101|S|116443.45|EUR|000000112|
5508812175|2025|17032025|22.03.2025|IN02  |Z-STEEL-9833|1517.142|L||L|101|S|590393.04|INR|000009981|PO-2026332
5762398521|2025|20032025|08042025|DEL05 |Z-LUBE-4905|1803.204|L|1803.204|L|541|S|495093.06|INR|000009981|PO-2025383
5305941658|2025|22032025|08.01.2025|IN02  |RMF-IND-649L|1314.19|L|1314.19|L|101|S|367375.78|INR|000009981|
5582136497|2025|27032025|03052025|MUM01 |Z-STEEL-4136|264.982|BOX|264.982|BOX|101|S|17184.45|INR|000009981|PO-2026141
5692237102|2025|08012025|24032025|IN01  |MAT_469491_REV2|17.598|L|17.598|L|101|H|2020.24|INR|000008821|PO-2026461
5548201629|2025|07022025|28042025|IN01  |RMF-LUB-675KG|7104.167|L|7104.167|L|101|S|2422017.03|INR|000009981|
5544430094|2025|16012025|13022025|FRA01 |MAT_712785_A|1259.201|L|1259.201|L|101|S|492751.72|EUR|000000112|PO-2025479
5230088429|2025|30042025|29032025|DE02  |RMF-IND-646MT|251.43|EA|251.43|EA|101|H|65416.36|EUR|000000112|PO-2025192
5914072379|2025|14022025|"=""17.03.2025"""|MUM01 |RMF-LUB-317MT|374.507|MT|374.507|MT|201|H|30126.25|INR|000004611|
5628561772|2025|24022025|03-May-2025|UK01  |099753399936853045|7802.805|L|7802.805|L|101|S|3279792.85|GBP|000005551|PO-2026947
5188949301|2025|10032025|13012025|DEL05 |277872155758660363|8995.716|L|8995.716|L|101|S|1943442.76|INR|000009981|PO-2026143
5642701656|2025|30042025|01022025|DEL05 |RMF-LUB-624MT|967.526|L|967.526|L|101|S|67993.96|INR|000009981|
5151109248|2025|18022025|22012025|MUM01 |Z-CHEM-5815|198.386|MT||MT|101|S|56713.9|INR|000009981|PO-2025223
5268412745|2025|11.01.2025|04032025|IN02  |RMF-DIE-595MT|174.282|EA|174.282|EA|101|S|73145.79|INR|000009981|
5656952587|2025|01012025|"=""07.04.2025"""|UK01  |448560008336525312|6338.073|L|6338.073|L|101|S|1085394.06|GBP|000005551|
5186149305|2025|26042025|21032025|IN02  |RMF-DIE-266L|638.637|L|638.637|L|101|S|80111.18|INR|000009981|PO-2025255
5293105904|2025|18042025|06042025|MUM01 |MAT_127496_B|4404.533|L|4404.533|L|101|S|498472.92|INR|000009981|PO-2025923
5186107379|2025|03032025|17042025|FRA01 |760770801926285730|2995.562|L|2995.562|L|101|H|777171.58|EUR|000000112|PO-2026066
5003768902|2025|01.05.2025|12032025|US02  |RMF-IND-191KG|104.879|HR|104.879|HR|261|H|50277.43|USD|000002211|PO-2025301
5550647161|2025|17022025|07052025|UK01  |Z-STEEL-3158|165.235|BOX|165.235|BOX|101|H|68586.88|GBP|000005551|PO-2025059
5345670912|2025|04022025|05032025|IN02  |806774310945155991|41755.686|L|41755.686|L|101|S|16292019.96|INR|000009981|
5612782914|2025|10022025|19032025|US02  |781321406957997826|190.24|EA|190.24|EA|101|H|27143.15|USD|000002211|
5485693617|2025|17012025|07022025|IN01  |Z-STEEL-7476|271.855|BOX|271.855|BOX|102|S|97891.25|INR|000009981|PO-2026556
5795987527|2025|"=""04.01.2025"""|23012025|DEL05 |MAT_485684_REV2|6376.178|L|6376.178|L|101|H|1167458.93|INR|000009981|
5785882272|2025|09012025|"=""13.03.2025"""|US02  |114547772267498680|9036.532|L|9036.532|L|261|S|1682791.23|USD|000002211|PO-2025348
5294705305|2025|16032025|20042025|LON02 |011068393723396296|40120.138|L|40120.138|L|101|S|8428869.92|GBP|000005551|PO-2026749
5733411154|2025|17.02.2025|04032025|LON02 |RMF-IND-198KG|1901.86|L|1901.86|L|101|H|640423.96|GBP|000005551|
5031381134|2025|12032025|25042025|DEL05 |RMF-DIE-392KG|348.931|BOX|348.931|BOX|201|S|72917.61|INR|000009981|PO-2025537
5871494430|2025|04032025|06042025|IN01  |MAT_181233_REV1|125.911|MT|125.911|MT|101|S|52368.58|INR|000004611|PO-2026275
5619691350|2025|24012025|03032025|US01  |Z-LUBE-3504|37.526|EA|37.526|EA|101|H|17537.24|USD|000002212|PO-2025133
5908907194|2025|27032025|08052025|DE01  |MAT_258370_B|2200.693|L|2200.693|L|101|H|280862.64|EUR|000000112|PO-2026763
5140235583|2025|17012025|01042025|LON02 |RMF-DIE-115MT|542.939|L|542.939|L|101|H|165662.88|GBP|000005551|PO-2026835
5903795270|2025|05022025|"=""07.01.2025"""|UK01  |Z-LUBE-4406|1197.651|L|1197.651|L|321|S|563674.14|GBP|000005551|PO-2026256
5496636978|2025|01/01/2025|09032025|UK01  |873629671569260662|878.763|L|878.763|L|101|S|47198.67|GBP|000005551|
5361980210|2025|14032025|05012025|US01  |MAT_488743_A|709.977|L|709.977|L|541|H|144985.65|USD|000002212|PO-2026928
5458378092|2025|06052025|12032025|DEL05 |317237637044779036|1600.361|L|1600.361|L|101|S|121140.65|INR|000009981|PO-2025576
5081511281|2025|10022025|06022025|US01  |751608034957118175|1933.804|L|1933.804|L|101|S|112904.45|USD|000002211|PO-2025624
5633488736|2025|"=""22.03.2025"""|28042025|IN01  |Z-LUBE-8811|261.735|L|261.735|L|101|H|125163.13|INR|000008821|PO-2026076
5685196801|2025|12.01.2025|14012025|FRA01 |953686643421342785|14.316|KG|14.316|KG|101|H|1472.19|EUR|000000112|PO-2025502
5605326638|2025|"=""03.03.2025"""|01.04.2025|FRA01 |MAT_914820_REV2|367.84|EA|367.84|EA|101|H|175009.48|EUR|000000112|PO-2025513
5026963397|2025|11.02.2025|15.02.2025|DE02  |Z-STEEL-7068|275.725|KG|275.725|KG|101|S|26343.04|EUR|000000112|PO-2025059
5154469138|2025|11022025|04052025|IN02  |Z-STEEL-4283|4891.552|L|4891.552|L|101|S|285071.51|INR|000009981|PO-2026232
5818660574|2025|17042025|14052025|IN02  |Z-CHEM-8726|411.054|MT|411.054|MT|101|S|83469.84|INR|000008821|PO-2026607
5586142045|2025|07032025|11032025|US01  |RMF-CHE-675KG|195.343|HR|||541|H|77753.78|USD|000002211|
5463625115|2025|25032025|19022025|CHI03 |RMF-IND-714KG|1281.189|L||L|321|H|244196.38|USD|000002211|PO-2025653
5946893144|2025|18032025|02032025|DE02  |MAT_552260_A|207.199|KG|207.199||101|S|70992.0|EUR|000000223|PO-2026227
5504171172|2025|21012025|12.04.2025|LON02 |RMF-CHE-682MT|524.363|L|524.363|L|321|H|120367.91|GBP|000005551|
5237306991|2025|08012025|10052025|DE02  |MAT_968654_REV1|953.603|L|953.603|L|501|S|471153.52|EUR|000000112|
5100762992|2025|07042025|26042025|IN02  |MAT_697270_REV2|368.757|EA|368.757|EA|201|H|63216.6|INR|000008821|
5594344196|2025|30032025|18012025|DEL05 |256314264759552361|478.74|L|478.74|L|501|S|84990.74|INR|000008821|PO-2026746
5716346026|2025|20042025|10022025|MUM01 |RMF-DIE-667MT|488.742|BOX|488.742|BOX|101|S|92212.91|INR|000009981|PO-2026991
5991286124|2025|31.01.2025|16-Jan-2025|IN01  |469749107254647393|355.589|BOX|355.589||201|H|26742.17|INR|000009981|
5655644910|2025|08012025|12042025|DE02  |RMF-CHE-348KG|226.642|KG|226.642|KG|101|H|22030.71|EUR|000000112|PO-2026720
5018336592|2025|23042025|08042025|LON02 |MAT_956452_A|119.884|BOX|119.884|BOX|101|S|53860.2|GBP|000005551|PO-2025674
5961596240|2025|24042025|21022025|DE01  |MAT_701452_B|51.344|KG||KG|101|S|5142.86|EUR|000000112|
5978712506|2025|24012025|02022025|MUM01 |Z-FUEL-3871|233.311|BOX|233.311|BOX|101|H|37068.36|INR|000009981|PO-2026760
5333286044|2025|17032025|17022025|UK01  |872495628100257160|7489.481|L|7489.481|L|101|S|1754558.76|GBP|000005551|PO-2025421
5008816980|2025|23052025|09022025|IN02  |MAT_544474_A|9281.219|L|9281.219|L|321|H|824060.13|INR|000009981|
5541692951|2025|03032025|04012025|IN02  |RMF-CHE-213KG|9316.597|L|9316.597|L|201|H|2324682.03|INR|000009981|PO-2025092
5911905220|2025|05/15/2025|14052025|MUM01 |MAT_571286_REV2|653.762|L|653.762|L|101|H|257195.56|INR|000009981|PO-2025972
5310851945|2025|07032025|01022025|LON02 |Z-CHEM-1760|5152.851|L|5152.851|L|101|S|2203194.7|GBP|000005551|
5652209912|2025|12022025|09032025|FRA01 |MAT_909746_REV1|27.094|KG|27.094|KG|261|S|4156.12|EUR|000000223|PO-2026587
5970541214|2025|13022025|06-Mar-2025|FRA01 |MAT_470867_B|939.605|L|939.605|L|101|S|74719.31|EUR|000000112|PO-2025873
5121291817|2025|14022025|24042025|IN02  |Z-CHEM-3316|534.238|L|534.238|L|261|H|37137.07|INR|000009981|PO-2026741
5425632118|2025|01052025|17042025|IN02  |Z-STEEL-3667|27213.925|L|27213.925|L|101|H|11334481.61|INR|000009981|PO-2025749
5996203155|2025|04022025|"=""01.02.2025"""|DEL05 |MAT_587321_A|1290.393|L||L|501|S|554017.19|INR|000009981|PO-2026899
5208963205|2025|18022025|16042025|DE01  |MAT_564088_REV1|93.783|KG|93.783|KG|101|S|20977.41|EUR|000000112|
