account_number,service_address,meter_id,billing_start,billing_end,read_type,consumption_kwh,peak_demand_kw,demand_charge,energy_charge,total_amount,currency
599440510,"London Sales Office, Plot 45",MTR-IND-015,2025-05-31,2025-06-30,ACTUAL,116154.78,1802.68,253955.9,1659481.98,1913437.88,USD
652468544,"Frankfurt Logistics Hub, Plot 45",MTR-IND-422,2025-05-31,2025-06-30,ACTUAL,508805.15,9001.32,1186227.49,4955351.48,6141578.97,USD
716510201,"London Sales Office, Plot 45",MTR-IND-557,2025-05-31,2025-06-30,ACTUAL,95892.51,1716.79,202418.19,1281737.69,1484155.88,USD
386226732,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-115,2025-05-31,2025-06-30,ACTUAL,405562.54,4282.81,566761.14,2436680.98,3003442.12,USD
142346895,"Pune Manufacturing Plant, Plot 45",MTR-USA-206,2025-05-31,2025-06-30,ESTIMATED,851218.77,13805.61,1780363.96,11877822.58,13658186.54,USD
149588373,"Frankfurt Logistics Hub, Industrial Area",MTR-GER-209,2025-05-31,2025-06-30,ACTUAL,400766.77,6390.06,621668.42,2596437.35,3218105.77,USD
651901524,"Pune Manufacturing Plant, Sector 12",MTR-IND-003,2025-05-31,2025-06-30,ACTUAL,1100264.99,14213.34,1352140.2,9044417.68,10396557.88,USD
909310420,"Pune Manufacturing Plant, Plot 45",MTR-UK-062,2025-05-31,2025-06-30,ACTUAL,1076225.27,12730.22,1308082.51,9109836.95,10417919.46,USD
402244698,"Chicago Distribution Center, Sector 12",MTR-IND-237,2025-05-31,2025-06-30,ACTUAL,566410.84,7954.26,1009516.84,4790533.96,5800050.8,USD
879062284,"Pune Manufacturing Plant, Sector 12",MTR-UK-505,2025-06-30,2025-07-30,ACTUAL,1041357.66,15049.1,1562067.89,13006241.71,14568309.6,USD
308091522,"Frankfurt Logistics Hub, Plot 45",MTR-USA-705,2025-06-30,2025-07-30,ACTUAL,361377.53,4574.34,507160.13,3991281.55,4498441.68,USD
623019536,"Chicago Distribution Center, Plot 45",MTR-UK-629,2025-06-30,2025-07-30,ACTUAL,415098.29,5852.28,477090.05,2736700.76,3213790.81,USD
589059506,"Pune Manufacturing Plant, Industrial Area",MTR-USA-964,2025-06-30,2025-07-30,ACTUAL,953588.41,17549.61,1436344.31,4940858.84,6377203.15,USD
155986623,"London Sales Office, Plot 45",MTR-GER-200,2025-06-30,2025-07-30,ACTUAL,76980.87,904.66,131234.12,628820.66,760054.78,USD
834396098,"Chicago Distribution Center, Sector 12",MTR-IND-219,2025-06-30,2025-07-30,ACTUAL,529540.44,8215.73,1157384.66,7252683.42,8410068.08,USD
166713079,"London Sales Office, Industrial Area",MTR-USA-725,2025-06-30,2025-07-30,ACTUAL,63168.97,877.69,131401.69,804913.78,936315.47,USD
945659921,"Frankfurt Logistics Hub, Sector 12",MTR-USA-544,2025-06-30,2025-07-30,ACTUAL,440809.25,6689.82,880708.07,4062256.78,4942964.85,USD
659056423,"London Sales Office, Sector 12",MTR-UK-568,2025-06-30,2025-07-30,ACTUAL,74726.82,1447.63,134394.93,751888.62,886283.55,USD
616454330,"Mumbai Corporate Office, Industrial Area",MTR-UK-327,2025-06-30,2025-07-30,ACTUAL,85624.0,1431.46,144100.99,1067153.41,1211254.4,USD
313766950,"Chicago Distribution Center, Plot 45",MTR-UK-917,2025-06-30,2025-07-30,ACTUAL,658905.94,10574.1,1271953.72,7437946.02,8709899.74,USD
377011756,"Mumbai Corporate Office, Industrial Area",MTR-IND-175,2025-06-30,2025-07-30,ACTUAL,120310.57,2180.98,254286.82,1110035.53,1364322.35,USD
946673243,"Chicago Distribution Center, Sector 12",MTR-GER-193,2025-06-30,2025-07-30,ACTUAL,389084.97,7178.56,638012.79,2543542.57,3181555.36,USD
508769381,"Pune Manufacturing Plant, Industrial Area",MTR-GER-940,2025-06-30,2025-07-30,ESTIMATED,787914.49,14780.99,1927715.19,7806692.7,9734407.89,USD
135792133,"London Sales Office, Sector 12",MTR-USA-393,2025-06-30,2025-07-30,ACTUAL,99650.28,1774.18,197298.51,919003.2,1116301.71,USD
751674946,"Frankfurt Logistics Hub, Sector 12",MTR-GER-004,2025-06-30,2025-07-30,ACTUAL,342028.11,4374.57,454560.6,3927264.0,4381824.6,USD
322645963,"London Sales Office, Plot 45",MTR-USA-173,2025-06-30,2025-07-30,ESTIMATED,68049.95,979.65,136016.77,855373.75,991390.52,USD
431222459,"London Sales Office, Plot 45",MTR-USA-518,2025-06-30,2025-07-30,ACTUAL,79087.15,1443.62,143645.05,1028496.04,1172141.09,USD
782689652,"Mumbai Corporate Office, Sector 12",MTR-USA-008,2025-06-30,2025-07-30,ACTUAL,93965.71,1769.98,241650.31,1392485.05,1634135.36,USD
839830417,"Mumbai Corporate Office, Sector 12",MTR-UK-487,2025-06-30,2025-07-30,ACTUAL,124075.04,1306.53,195434.65,1567251.12,1762685.77,USD
169755502,"London Sales Office, Industrial Area",MTR-IND-426,2025-06-30,2025-07-30,ESTIMATED,61639.95,820.27,110960.89,749983.87,860944.76,USD
252346006,"Frankfurt Logistics Hub, Plot 45",MTR-USA-058,2025-06-30,2025-07-30,ESTIMATED,397674.99,5846.56,572467.08,3587938.73,4160405.81,USD
696355283,"Pune Manufacturing Plant, Industrial Area",MTR-USA-697,2025-06-30,2025-07-30,ACTUAL,1004945.88,12087.97,1505519.62,11643938.66,13149458.28,USD
165914339,"London Sales Office, Plot 45",MTR-USA-941,2025-06-30,2025-07-30,ACTUAL,88358.51,1622.4,238124.89,448901.96,687026.85,USD
455466544,"Frankfurt Logistics Hub, Plot 45",MTR-USA-737,2025-06-30,2025-07-30,ACTUAL,447753.03,7602.48,908277.11,6667655.9,7575933.01,USD
992075107,"Pune Manufacturing Plant, Industrial Area",MTR-IND-835,2025-07-30,2025-08-29,ACTUAL,691376.2,7871.2,666887.7,9404781.44,10071669.14,USD
532783675,"Mumbai Corporate Office, Industrial Area",MTR-GER-520,2025-07-30,2025-08-29,ACTUAL,96960.44,1188.88,133546.5,1308234.26,1441780.76,USD
276821392,"Mumbai Corporate Office, Plot 45",MTR-UK-264,2025-07-30,2025-08-29,ACTUAL,116153.86,1358.33,132136.11,1236874.4,1369010.51,USD
685774402,"Mumbai Corporate Office, Industrial Area",MTR-IND-829,2025-07-30,2025-08-29,ACTUAL,94710.03,1658.39,198873.94,1170393.3,1369267.24,USD
298998193,"London Sales Office, Plot 45",MTR-IND-009,2025-07-30,2025-08-29,ESTIMATED,95894.19,1175.54,150033.39,1289273.65,1439307.04,USD
352161302,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-506,2025-07-30,2025-08-29,ACTUAL,447307.82,6790.5,647256.3,5545860.54,6193116.84,USD
186832504,"Mumbai Corporate Office, Plot 45",MTR-UK-336,2025-07-30,2025-08-29,ACTUAL,104816.92,1162.74,166198.3,1196260.8,1362459.1,USD
572576112,"Mumbai Corporate Office, Industrial Area",MTR-GER-925,2025-07-30,2025-08-29,ACTUAL,89094.42,967.9,124965.92,915071.34,1040037.26,USD
460628440,"London Sales Office, Plot 45",MTR-USA-911,2025-07-30,2025-08-29,ESTIMATED,63459.45,747.39,82490.56,654241.86,736732.42,USD
679631384,"Pune Manufacturing Plant, Industrial Area",MTR-IND-937,2025-07-30,2025-08-29,ACTUAL,559234.86,10454.6,1457628.56,3188821.4,4646449.96,USD
816148615,"Pune Manufacturing Plant, Plot 45",MTR-GER-962,2025-07-30,2025-08-29,ACTUAL,753663.5,9981.52,1366513.27,5676586.5,7043099.77,USD
312531430,"Mumbai Corporate Office, Industrial Area",MTR-UK-579,2025-07-30,2025-08-29,ESTIMATED,128688.62,1347.86,189791.77,1370369.09,1560160.86,USD
307388450,"Chicago Distribution Center, Plot 45",MTR-IND-296,2025-07-30,2025-08-29,ACTUAL,548091.92,10815.75,1117508.48,4799728.23,5917236.71,USD
235830061,"Mumbai Corporate Office, Sector 12",MTR-GER-314,2025-07-30,2025-08-29,ACTUAL,102678.91,2010.01,284149.43,721164.17,1005313.6,USD
297910214,"Mumbai Corporate Office, Sector 12",MTR-IND-799,2025-07-30,2025-08-29,ACTUAL,137046.56,2550.48,229580.39,1130066.89,1359647.28,USD
884418384,"Chicago Distribution Center, Plot 45",MTR-USA-631,2025-07-30,2025-08-29,ACTUAL,395271.46,4723.5,638435.64,2524254.66,3162690.3,USD
440665572,"Frankfurt Logistics Hub, Plot 45",MTR-IND-110,2025-07-30,2025-08-29,ESTIMATED,389409.81,6257.61,542784.46,4627213.72,5169998.18,USD
133945329,"Frankfurt Logistics Hub, Industrial Area",MTR-IND-773,2025-07-30,2025-08-29,ACTUAL,334256.68,4374.08,617942.85,4601208.96,5219151.81,USD
753116447,"Mumbai Corporate Office, Industrial Area",MTR-UK-242,2025-07-30,2025-08-29,ACTUAL,153083.78,1566.84,189011.28,1983228.47,2172239.75,USD
705375989,"Chicago Distribution Center, Industrial Area",MTR-GER-608,2025-07-30,2025-08-29,ACTUAL,438430.79,7179.37,703822.58,2722257.06,3426079.64,USD
218861788,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-918,2025-07-30,2025-08-29,ACTUAL,392309.0,6006.78,800127.53,3673183.44,4473310.97,USD
989723914,"Mumbai Corporate Office, Sector 12",MTR-UK-893,2025-07-30,2025-08-29,ESTIMATED,130159.54,2600.89,260838.64,1446112.84,1706951.48,USD
591567496,"London Sales Office, Industrial Area",MTR-USA-574,2025-07-30,2025-08-29,ACTUAL,92757.14,1625.25,205875.57,1098824.93,1304700.5,USD
326070908,"Pune Manufacturing Plant, Plot 45",MTR-IND-203,2025-07-30,2025-08-29,ACTUAL,913068.44,15013.85,2245716.16,6411261.15,8656977.31,USD
511553747,"Frankfurt Logistics Hub, Sector 12",MTR-GER-065,2025-07-30,2025-08-29,ESTIMATED,376957.17,6257.9,603123.3,3820672.75,4423796.05,USD
564290663,"Chicago Distribution Center, Industrial Area",MTR-USA-247,2025-08-29,2025-09-28,ACTUAL,372970.9,7028.82,811212.98,2282156.51,3093369.49,USD
218500244,"Mumbai Corporate Office, Plot 45",MTR-IND-968,2025-08-29,2025-09-28,ACTUAL,140542.14,2177.6,225112.53,1071684.97,1296797.5,USD
276412493,"London Sales Office, Industrial Area",MTR-IND-512,2025-08-29,2025-09-28,ACTUAL,65054.98,920.91,113430.96,938203.98,1051634.94,USD
202741943,"London Sales Office, Industrial Area",MTR-GER-022,2025-08-29,2025-09-28,ACTUAL,85120.99,1005.21,97254.78,764932.62,862187.4,USD
468271856,"Chicago Distribution Center, Industrial Area",MTR-GER-733,2025-08-29,2025-09-28,ACTUAL,606480.06,6192.32,756411.4,8901496.26,9657907.66,USD
431993192,"Chicago Distribution Center, Plot 45",MTR-UK-883,2025-08-29,2025-09-28,ACTUAL,596550.05,8353.3,920885.67,4298454.44,5219340.11,USD
107427048,"Mumbai Corporate Office, Plot 45",MTR-GER-596,2025-08-29,2025-09-28,ACTUAL,106466.32,1928.15,156999.67,1143207.31,1300206.98,USD
702551460,"Frankfurt Logistics Hub, Sector 12",MTR-IND-219,2025-08-29,2025-09-28,ACTUAL,323291.81,6044.63,806711.18,2430079.78,3236790.96,USD
440442183,"Frankfurt Logistics Hub, Plot 45",MTR-UK-237,2025-08-29,2025-09-28,ACTUAL,272852.06,4522.63,573513.7,2696346.95,3269860.65,USD
195391952,"Mumbai Corporate Office, Industrial Area",MTR-IND-715,2025-08-29,2025-09-28,ACTUAL,101245.22,1223.14,121936.2,1368643.31,1490579.51,USD
616072177,"Frankfurt Logistics Hub, Sector 12",MTR-USA-413,2025-08-29,2025-09-28,ACTUAL,265144.53,3935.61,384287.69,3586688.35,3970976.04,USD
135594010,"Mumbai Corporate Office, Industrial Area",MTR-GER-997,2025-08-29,2025-09-28,ACTUAL,104048.28,1266.94,145999.1,588497.39,734496.49,USD
821448392,"Frankfurt Logistics Hub, Plot 45",MTR-USA-952,2025-08-29,2025-09-28,ESTIMATED,307939.35,4137.72,335822.49,4004950.16,4340772.65,USD
234379943,"London Sales Office, Industrial Area",MTR-IND-026,2025-08-29,2025-09-28,ACTUAL,93734.85,1167.98,162148.18,1361354.0,1523502.18,USD
286608914,"London Sales Office, Sector 12",MTR-UK-771,2025-08-29,2025-09-28,ACTUAL,67399.74,1145.9,158619.57,893185.81,1051805.38,USD
896330509,"Chicago Distribution Center, Sector 12",MTR-GER-175,2025-08-29,2025-09-28,ACTUAL,586750.89,9368.48,1295087.18,7857366.06,9152453.24,USD
529095052,"Frankfurt Logistics Hub, Plot 45",MTR-UK-880,2025-08-29,2025-09-28,ACTUAL,334321.31,4993.33,421055.87,3731130.87,4152186.74,USD
875634731,"Frankfurt Logistics Hub, Plot 45",MTR-IND-933,2025-08-29,2025-09-28,ACTUAL,279242.87,4309.24,536437.84,3688365.16,4224803.0,USD
662840185,"Frankfurt Logistics Hub, Sector 12",MTR-USA-146,2025-08-29,2025-09-28,ACTUAL,320936.55,5871.53,533844.13,4650415.25,5184259.38,USD
461533908,"Mumbai Corporate Office, Plot 45",MTR-GER-629,2025-08-29,2025-09-28,ACTUAL,117260.16,2034.26,254855.3,982582.0,1237437.3,USD
108012525,"Pune Manufacturing Plant, Plot 45",MTR-IND-591,2025-08-29,2025-09-28,ESTIMATED,937845.58,13808.51,1134801.32,11850499.68,12985301.0,USD
677687712,"Frankfurt Logistics Hub, Plot 45",MTR-USA-181,2025-08-29,2025-09-28,ACTUAL,375075.2,4380.17,477003.2,5088336.19,5565339.39,USD
971353683,"Frankfurt Logistics Hub, Industrial Area",MTR-IND-690,2025-08-29,2025-09-28,ACTUAL,257595.64,3382.05,290248.77,2735936.4,3026185.17,USD
764209393,"Mumbai Corporate Office, Industrial Area",MTR-GER-102,2025-08-29,2025-09-28,ACTUAL,139266.61,2687.97,272523.9,1658361.63,1930885.53,USD
814276851,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-891,2025-08-29,2025-09-28,ACTUAL,377514.87,3918.83,432284.01,5256646.94,5688930.95,USD
900669412,"Frankfurt Logistics Hub, Sector 12",MTR-UK-845,2025-09-28,2025-10-28,ESTIMATED,274244.39,2985.92,366708.85,2897531.88,3264240.73,USD
497185195,"Mumbai Corporate Office, Plot 45",MTR-GER-711,2025-09-28,2025-10-28,ACTUAL,90757.49,1466.03,188260.95,1069414.07,1257675.02,USD
526527353,"Chicago Distribution Center, Industrial Area",MTR-UK-939,2025-09-28,2025-10-28,ACTUAL,602653.59,8904.64,833597.97,7544275.01,8377872.98,USD
506565338,"London Sales Office, Industrial Area",MTR-UK-967,2025-09-28,2025-10-28,ACTUAL,70730.55,823.62,109281.31,937842.0,1047123.31,USD
287341447,"Pune Manufacturing Plant, Sector 12",MTR-GER-189,2025-09-28,2025-10-28,ACTUAL,1023590.14,13197.43,1397826.84,7157331.37,8555158.21,USD
163737184,"Frankfurt Logistics Hub, Sector 12",MTR-UK-111,2025-09-28,2025-10-28,ACTUAL,307951.27,3815.66,541621.79,1993396.14,2535017.93,USD
452591979,"Chicago Distribution Center, Industrial Area",MTR-USA-334,2025-09-28,2025-10-28,ACTUAL,574995.53,11101.54,1379678.25,3172531.63,4552209.88,USD
655954403,"Pune Manufacturing Plant, Plot 45",MTR-GER-722,2025-09-28,2025-10-28,ESTIMATED,925285.1,12176.79,1020082.64,4905859.12,5925941.76,USD
823909809,"Frankfurt Logistics Hub, Industrial Area",MTR-IND-155,2025-09-28,2025-10-28,ACTUAL,424428.12,7237.73,739819.88,4835480.52,5575300.4,USD
236461124,"Chicago Distribution Center, Plot 45",MTR-USA-598,2025-09-28,2025-10-28,ACTUAL,389671.79,4546.24,481017.59,5789763.16,6270780.75,USD
750024313,"Chicago Distribution Center, Industrial Area",MTR-GER-758,2025-09-28,2025-10-28,ACTUAL,449210.83,4704.27,565074.1,3958089.17,4523163.27,USD
745062927,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-481,2025-09-28,2025-10-28,ACTUAL,264594.81,4550.29,407578.39,3343461.1,3751039.49,USD
622490145,"Chicago Distribution Center, Plot 45",MTR-USA-276,2025-09-28,2025-10-28,ACTUAL,439289.29,6011.78,769757.86,4675453.28,5445211.14,USD
780759177,"Pune Manufacturing Plant, Plot 45",MTR-USA-058,2025-09-28,2025-10-28,ACTUAL,682473.88,13356.82,1929122.15,7255438.42,9184560.57,USD
441027007,"Mumbai Corporate Office, Plot 45",MTR-GER-269,2025-09-28,2025-10-28,ESTIMATED,130233.6,1604.35,150299.64,1100860.2,1251159.84,USD
842836474,"Mumbai Corporate Office, Plot 45",MTR-GER-195,2025-09-28,2025-10-28,ACTUAL,105473.23,1534.6,188279.74,865390.02,1053669.76,USD
848640539,"Pune Manufacturing Plant, Plot 45",MTR-IND-236,2025-09-28,2025-10-28,ACTUAL,1029827.08,19374.52,1988549.34,7508767.77,9497317.11,USD
967964953,"Frankfurt Logistics Hub, Sector 12",MTR-USA-776,2025-09-28,2025-10-28,ACTUAL,247439.02,4778.83,445263.49,3085477.57,3530741.06,USD
876309866,"Pune Manufacturing Plant, Plot 45",MTR-IND-033,2025-09-28,2025-10-28,ACTUAL,743517.57,12313.54,1657398.82,8974467.86,10631866.68,USD
980923831,"London Sales Office, Industrial Area",MTR-UK-783,2025-09-28,2025-10-28,ACTUAL,62178.42,987.19,118386.63,672325.54,790712.17,USD
178482286,"Mumbai Corporate Office, Plot 45",MTR-IND-212,2025-09-28,2025-10-28,ACTUAL,134850.42,1958.55,162287.82,983518.68,1145806.5,USD
492201204,"London Sales Office, Plot 45",MTR-GER-454,2025-09-28,2025-10-28,ACTUAL,104473.66,2020.05,239832.2,555469.98,795302.18,USD
162744265,"Mumbai Corporate Office, Sector 12",MTR-GER-287,2025-09-28,2025-10-28,ESTIMATED,136518.26,1537.38,186001.46,1913051.99,2099053.45,USD
198402334,"London Sales Office, Industrial Area",MTR-UK-516,2025-09-28,2025-10-28,ACTUAL,85797.05,867.53,93379.89,661348.13,754728.02,USD
818014960,"Mumbai Corporate Office, Plot 45",MTR-UK-203,2025-09-28,2025-10-28,ACTUAL,152653.29,2669.72,306298.58,1632363.58,1938662.16,USD
270057838,"Pune Manufacturing Plant, Industrial Area",MTR-IND-369,2025-10-28,2025-11-27,ACTUAL,766894.57,13451.54,1676345.22,5208594.93,6884940.15,USD
943252404,"Frankfurt Logistics Hub, Industrial Area",MTR-IND-712,2025-10-28,2025-11-27,ACTUAL,434761.79,7638.63,934693.17,6037939.89,6972633.06,USD
817890567,"Pune Manufacturing Plant, Industrial Area",MTR-IND-103,2025-10-28,2025-11-27,ACTUAL,753501.15,8711.85,711774.66,10002311.2,10714085.86,USD
762271850,"London Sales Office, Industrial Area",MTR-GER-035,2025-10-28,2025-11-27,ACTUAL,61767.97,1040.08,144703.13,595262.79,739965.92,USD
797712810,"Frankfurt Logistics Hub, Sector 12",MTR-IND-367,2025-10-28,2025-11-27,ACTUAL,265056.06,3839.86,415307.21,1564347.79,1979655.0,USD
912617609,"Chicago Distribution Center, Sector 12",MTR-USA-653,2025-10-28,2025-11-27,ACTUAL,603955.21,7726.63,754693.25,3042996.35,3797689.6,USD
817225728,"Chicago Distribution Center, Sector 12",MTR-USA-550,2025-10-28,2025-11-27,ACTUAL,545256.01,10012.09,1408424.24,3643337.99,5051762.23,USD
789660685,"Mumbai Corporate Office, Sector 12",MTR-GER-403,2025-10-28,2025-11-27,ACTUAL,114426.92,1353.93,152956.43,1412449.19,1565405.62,USD
994802725,"Frankfurt Logistics Hub, Plot 45",MTR-GER-656,2025-10-28,2025-11-27,ACTUAL,441860.39,7073.99,651108.89,6184795.08,6835903.97,USD
702958083,"Pune Manufacturing Plant, Industrial Area",MTR-GER-411,2025-10-28,2025-11-27,ACTUAL,983595.41,16819.71,2316138.22,6864243.84,9180382.06,USD
599299609,"Mumbai Corporate Office, Sector 12",MTR-UK-554,2025-10-28,2025-11-27,ACTUAL,117143.34,1275.57,183255.89,1620805.88,1804061.77,USD
685870530,"London Sales Office, Sector 12",MTR-GER-909,2025-10-28,2025-11-27,ACTUAL,65432.28,804.57,83447.27,565938.18,649385.45,USD
286015065,"Mumbai Corporate Office, Industrial Area",MTR-USA-269,2025-10-28,2025-11-27,ACTUAL,93614.23,953.28,129835.7,1024145.03,1153980.73,USD
823209782,"London Sales Office, Industrial Area",MTR-IND-142,2025-10-28,2025-11-27,ACTUAL,95991.46,1839.78,223979.9,631989.39,855969.29,USD
627720230,"Chicago Distribution Center, Sector 12",MTR-IND-719,2025-10-28,2025-11-27,ACTUAL,442119.89,7508.9,808453.61,3439062.85,4247516.46,USD
228968847,"Pune Manufacturing Plant, Industrial Area",MTR-GER-337,2025-10-28,2025-11-27,ACTUAL,899740.77,12346.57,1799612.87,8309261.0,10108873.87,USD
541302004,"Chicago Distribution Center, Sector 12",MTR-UK-108,2025-10-28,2025-11-27,ESTIMATED,657229.2,12305.56,1324697.64,5367409.8,6692107.44,USD
262034910,"Chicago Distribution Center, Industrial Area",MTR-USA-409,2025-10-28,2025-11-27,ACTUAL,495954.89,8129.08,791556.85,4505364.71,5296921.56,USD
389454061,"Chicago Distribution Center, Sector 12",MTR-IND-963,2025-10-28,2025-11-27,ESTIMATED,531707.78,5725.63,808163.28,5835469.37,6643632.65,USD
427602820,"Pune Manufacturing Plant, Plot 45",MTR-UK-879,2025-10-28,2025-11-27,ACTUAL,1046606.04,19702.2,2718981.94,9468396.43,12187378.37,USD
131865352,"Frankfurt Logistics Hub, Plot 45",MTR-GER-293,2025-10-28,2025-11-27,ACTUAL,423856.32,8080.86,667011.88,2316903.39,2983915.27,USD
926378683,"London Sales Office, Industrial Area",MTR-UK-597,2025-10-28,2025-11-27,ACTUAL,79442.41,850.23,120635.74,1022312.1,1142947.84,USD
386016975,"London Sales Office, Plot 45",MTR-GER-880,2025-10-28,2025-11-27,ACTUAL,73762.09,1022.91,119908.08,518192.38,638100.46,USD
571991503,"London Sales Office, Industrial Area",MTR-GER-202,2025-10-28,2025-11-27,ACTUAL,76882.75,1238.98,148026.0,1051966.82,1199992.82,USD
879148251,"London Sales Office, Plot 45",MTR-GER-287,2025-10-28,2025-11-27,ACTUAL,81195.47,1265.12,170190.65,845378.23,1015568.88,USD
376628653,"Pune Manufacturing Plant, Plot 45",MTR-GER-749,2025-11-27,2025-12-27,ACTUAL,835387.82,9253.77,1193331.34,11017690.28,12211021.62,USD
442136394,"Mumbai Corporate Office, Plot 45",MTR-GER-278,2025-11-27,2025-12-27,ACTUAL,125025.25,2184.58,323857.72,999263.83,1323121.55,USD
838853886,"Pune Manufacturing Plant, Plot 45",MTR-USA-744,2025-11-27,2025-12-27,ACTUAL,469504.86,7464.39,858732.8,6570886.88,7429619.68,USD
453434749,"Frankfurt Logistics Hub, Plot 45",MTR-UK-150,2025-11-27,2025-12-27,ACTUAL,435685.41,5893.07,688704.72,4208789.75,4897494.47,USD
827755169,"Pune Manufacturing Plant, Industrial Area",MTR-GER-497,2025-11-27,2025-12-27,ACTUAL,514728.14,9802.72,1102249.74,4870513.3,5972763.04,USD
829141129,"Frankfurt Logistics Hub, Sector 12",MTR-USA-015,2025-11-27,2025-12-27,ACTUAL,367903.39,4735.75,572970.92,2637785.43,3210756.35,USD
634662204,"Chicago Distribution Center, Industrial Area",MTR-IND-615,2025-11-27,2025-12-27,ACTUAL,396732.87,4027.05,390544.65,4547827.0,4938371.65,USD
739175601,"Chicago Distribution Center, Industrial Area",MTR-UK-290,2025-11-27,2025-12-27,ACTUAL,485299.75,5787.52,552854.86,2429099.98,2981954.84,USD
781216134,"Chicago Distribution Center, Sector 12",MTR-IND-816,2025-11-27,2025-12-27,ACTUAL,502669.72,6873.56,599451.21,2967188.97,3566640.18,USD
131843089,"Frankfurt Logistics Hub, Plot 45",MTR-USA-138,2025-11-27,2025-12-27,ACTUAL,371596.65,5229.14,755767.62,4908195.53,5663963.15,USD
845484213,"Mumbai Corporate Office, Plot 45",MTR-GER-859,2025-11-27,2025-12-27,ACTUAL,149917.7,2866.16,261044.02,1546588.22,1807632.24,USD
420345631,"Chicago Distribution Center, Plot 45",MTR-USA-928,2025-11-27,2025-12-27,ACTUAL,560072.75,9541.32,1359768.66,4036924.81,5396693.47,USD
379561497,"Mumbai Corporate Office, Plot 45",MTR-USA-414,2025-11-27,2025-12-27,ACTUAL,82852.9,1116.13,95355.8,530460.4,625816.2,USD
500615315,"Mumbai Corporate Office, Sector 12",MTR-IND-536,2025-11-27,2025-12-27,ACTUAL,119033.6,1565.04,146813.16,1781260.46,1928073.62,USD
509194652,"Pune Manufacturing Plant, Industrial Area",MTR-IND-001,2025-11-27,2025-12-27,ACTUAL,681092.85,11946.33,1603435.84,4206900.07,5810335.91,USD
313488704,"London Sales Office, Plot 45",MTR-USA-610,2025-11-27,2025-12-27,ESTIMATED,71657.59,1144.35,148797.66,770416.39,919214.05,USD
980630633,"Mumbai Corporate Office, Plot 45",MTR-GER-419,2025-11-27,2025-12-27,ACTUAL,85246.27,1470.99,166676.9,585111.08,751787.98,USD
959233685,"Pune Manufacturing Plant, Sector 12",MTR-IND-677,2025-11-27,2025-12-27,ACTUAL,870755.96,17197.3,1673611.48,4521563.8,6195175.28,USD
654550130,"Mumbai Corporate Office, Sector 12",MTR-IND-451,2025-11-27,2025-12-27,ESTIMATED,117914.98,1942.78,282313.1,751970.29,1034283.39,USD
952967359,"Mumbai Corporate Office, Plot 45",MTR-USA-851,2025-11-27,2025-12-27,ACTUAL,114072.86,1964.17,205114.01,694351.71,899465.72,USD
368479856,"London Sales Office, Plot 45",MTR-USA-385,2025-11-27,2025-12-27,ACTUAL,84077.91,897.99,74592.01,749375.31,823967.32,USD
727289076,"London Sales Office, Plot 45",MTR-USA-061,2025-11-27,2025-12-27,ESTIMATED,61648.66,986.78,104479.7,844573.16,949052.86,USD
330654628,"Chicago Distribution Center, Industrial Area",MTR-IND-084,2025-11-27,2025-12-27,ACTUAL,642490.07,11094.66,1061661.33,6004886.37,7066547.7,USD
159801734,"Frankfurt Logistics Hub, Sector 12",MTR-USA-550,2025-11-27,2025-12-27,ACTUAL,416751.97,5640.84,626622.36,2818295.74,3444918.1,USD
553414975,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-089,2025-11-27,2025-12-27,ACTUAL,368150.54,6446.37,693092.12,3979133.38,4672225.5,USD
220456659,"Mumbai Corporate Office, Sector 12",MTR-USA-875,2025-12-27,2026-01-26,ACTUAL,106268.01,2057.7,187575.77,867071.66,1054647.43,USD
228331162,"Chicago Distribution Center, Industrial Area",MTR-GER-968,2025-12-27,2026-01-26,ACTUAL,407518.35,6603.92,693471.16,3167559.73,3861030.89,USD
763785413,"Chicago Distribution Center, Plot 45",MTR-USA-182,2025-12-27,2026-01-26,ACTUAL,397217.04,4574.67,400415.38,5058412.93,5458828.31,USD
692504763,"Pune Manufacturing Plant, Plot 45",MTR-UK-491,2025-12-27,2026-01-26,ACTUAL,594177.49,9175.05,933683.75,8794832.94,9728516.69,USD
470993653,"London Sales Office, Industrial Area",MTR-GER-710,2025-12-27,2026-01-26,ACTUAL,84931.77,1673.15,245128.57,1237094.47,1482223.04,USD
846101451,"Chicago Distribution Center, Plot 45",MTR-USA-001,2025-12-27,2026-01-26,ACTUAL,371071.45,5133.14,541420.1,2555478.61,3096898.71,USD
437414297,"Mumbai Corporate Office, Industrial Area",MTR-GER-723,2025-12-27,2026-01-26,ACTUAL,88327.34,1599.71,228236.04,1026939.99,1255176.03,USD
320935084,"Chicago Distribution Center, Plot 45",MTR-USA-700,2025-12-27,2026-01-26,ACTUAL,378052.21,4617.58,531372.5,3164731.59,3696104.09,USD
648604815,"Mumbai Corporate Office, Sector 12",MTR-USA-605,2025-12-27,2026-01-26,ACTUAL,112377.94,1331.27,168492.13,1495932.98,1664425.11,USD
