MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|ERFMG|ERFME|BWART|SHKZG|NETWR|WAERS|LIFNR|XBLNR
5883922108|2025|19-Jan-2025|09032025|DE01  |RMF-LUB-272L|448.487|KG|448.487|KG|101|H|192190.18|EUR|000000112|PO-2025205
5483769529|2025|02-Jan-2025|03/06/2025|DE01  |Z-STEEL-5857|417.552|KG|417.552|KG|261|H|182957.11|EUR|000000223|PO-2025209
5010342098|2025|07022025|20012025|UK01  |Z-CHEM-6452|222.475|BOX|222.475|BOX|101|H|110301.08|GBP|000005551|PO-2025065
5854189573|2025|04012025|19012025|FRA01 |103467440040084197|331.382|KG||KG|101|S|156477.91|EUR|000000112|PO-2025386
5147200235|2025|10032025|11012025|DEL05 |Z-LUBE-7769|805.857|L|805.857|L|101|H|177198.96|INR|000009981|PO-2026649
5698739150|2025|14032025|01032025|IN02  |MAT_598086_REV1|2617.833|L|2617.833||101|H|197810.59|INR|000009981|PO-2026182
5684811379|2025|31012025|20012025|US01  |109955288449825233|181.531|EA|181.531|EA|501|H|33629.71|USD|000002211|PO-2025577
5202306445|2025|08022025|02012025|IN02  |Z-LUBE-4697|1530.402|L|1530.402|L|501|H|418856.22|INR|000004611|PO-2025880
5514187365|2025|09022025|17012025|IN02  |190801561876716034|1544.839|L|1544.839||101|S|183159.24|INR|000004611|PO-2025403
5339771650|2025|02022025|19012025|LON02    |956074497993289837|35087.991|L||L|201|S|13534574.16|GBP|000005551|
5702762395|2025|14022025|10012025|LON02 |MAT_792205_A|1876.051|L|1876.051|L|101|H|291982.95|GBP|000005551|
5385230450|2025|01032025|17012025|UK01  |RMF-DIE-636MT|447.305|BOX|447.305|BOX|541|S|156049.49|GBP|000005551|PO-2026449
5852236509|2025|13022025|30012025|CHI03 |RMF-IND-749KG|315.478|HR|315.478|HR|101|S|27453.94|USD|000002212|PO-2026877
5688201398|2025|05022025|08012025|US01  |RMF-CHE-642L|488.838|EA|488.838|EA|101|S|34415.41|USD|000002211|
5453758729|2025|20-Feb-2025|24012025|US01  |545033583772937860|894.758|L|894.758|L|101|H|307540.5|USD|000002212|PO-2026606
5811154511|2025|11022025|03012025|LON02 |292975450165531508|456.359|BOX|456.359|BOX|101|S|200753.77|GBP|000005551|PO-2025198
5597283243|2025|05022025|05012025|LON02 |RMF-DIE-620L|337.39|BOX|337.39|BOX|101|H|91442.17|GBP|000005551|
5539395003|2025|10032025|25012025|DEL05 |379187457311073967|233.645|BOX|233.645|BOX|101|H|19277.99|INR|000009981|
5578130989|2025|03022025|27022025|LON02 |426995394583187150|1259.016|L|1259.016|L|101|H|382924.84|GBP|000005551|PO-2026469
5801510717|2025|30012025|05032025|DEL05 |Z-LUBE-5942|127.821|L|127.821|L|321|S|36458.77|INR|000009981|PO-2026653
5105753205|2025|01012025|26012025|DE01  |RMF-CHE-373KG|310.723|EA|310.723|EA|501|H|90177.12|EUR|000000112|PO-2026623
5295620642|2025|12032025|02022025|IN02  |376936309768876718|776.765|L|776.765|L|261|H|171238.11|INR|000009981|PO-2025686
5031076939|2025|28022025|15032025|DEL05 |538437500995419050|57.525|MT|57.525|MT|101|H|22273.83|INR|000008821|PO-2025035
5004289650|2025|28022025|02012025|DE01  |374862379470697333|1334.317|L|1334.317|L|501|S|427466.54|EUR|000000223|PO-2026128
5216849750|2025|16012025|13032025|IN02  |957328496909508386|6379.475|L|6379.475|L|201|H|2255900.52|INR|000009981|PO-2025631
5995327186|2025|23.01.2025|18022025|UK01  |137684750550521347|4695.059|L|4695.059|L|101|S|1284839.62|GBP|000005551|PO-2026234
5140785299|2025|29012025|19012025|DE02  |767252493549579120|367.231|KG|367.231|KG|101|H|128156.62|EUR|000000112|PO-2026040
5128541300|2025|19022025|14012025|IN01  |MAT_813033_REV2|153.432|L|153.432|L|541|H|37881.73|INR|000009981|PO-2026183
5450118693|2025|10022025|25012025|CHI03 |289733004298388299|299.122|HR|299.122|HR|101|H|33928.27|USD|000002211|PO-2026620
5514049288|2025|11032025|13022025|DEL05 |MAT_387431_REV2|434.545|MT|434.545|MT|541|H|154747.78|INR|000004611|
5550015212|2025|23.01.2025|19012025|MUM01 |478359331243914017|1601.146|L|1601.146|L|101|S|460325.72|INR|000009981|
5979190323|2025|18032025|12012025|UK01  |437071376683922245|6797.749|L|6797.749|L|101|S|2440689.51|GBP|000005551|PO-2026953
5031290357|2025|17032025|27022025|MUM01 |112317587987832668|1246.598|L|1246.598|L|101|H|93752.41|INR|000009981|
5922434413|2025|30012025|10032025|LON02 |RMF-LUB-140KG|1578.535|L|1578.535||261|S|610813.08|GBP|000005551|PO-2025478
5795799205|2025|11022025|16.03.2025|DEL05 |MAT_816894_A|268.882|L||L|101|H|106687.19|INR|000009981|PO-2026173
5626463038|2025|13012025|03012025|IN01  |398583256743643864|8263.119|L|8263.119|L|101|H|2098060.0|INR|000009981|PO-2026278
5121743732|2025|18012025|05022025|LON02 |MAT_301169_REV2|1294.455|L|1294.455||101|H|203269.93|GBP|000005551|PO-2026901
5355290143|2025|21032025|15032025|FRA01 |MAT_313254_REV1|874.766|L|874.766|L|101|S|117616.13|EUR|000000112|PO-2025023
5727244841|2025|05022025|09032025|MUM01 |927542999121051898|105.63|MT|105.63|MT|101|H|49126.57|INR|000009981|
5960837853|2025|12032025|09012025|DEL05 |414125051076425120|3463.961|L|3463.961|L|101|H|1269499.02|INR|000004611|
5836917687|2025|01/15/2025|17.03.2025|US02  |683060541613300111|4502.395|L|4502.395|L|261|H|356547.34|USD|000002212|PO-2025948
5789459295|2025|07.01.2025|04022025|MUM01 |RMF-IND-428MT|462.508|BOX|462.508|BOX|541|S|127385.73|INR|000009981|PO-2026579
5222646540|2025|25012025|05012025|US01  |Z-STEEL-7030|18.612|HR|18.612|HR|101|S|7895.55|USD|000002211|
5650616190|2025|14012025|08022025|IN02  |113557458835458100|7649.289|L||L|101|S|1953879.68|INR|000009981|PO-2026267
5749250930|2025|31012025|09022025|MUM01 |838968551218736544|18.035|MT||MT|321|H|1392.78|INR|000009981|PO-2025787
5749852791|2025|21032025|10022025|IN02  |RMF-LUB-816KG|16119.981|L|16119.981|L|201|H|7231772.97|INR|000009981|
5574443669|2025|26012025|21032025|IN02  |695902584256862334|228.092|MT|228.092||102|H|64078.97|INR|000009981|PO-2026141
5748589886|2025|18032025|18022025|IN01  |MAT_668711_REV1|276.786|MT||MT|541|S|85333.76|INR|000009981|
5664861175|2025|06012025|01032025|IN01  |MAT_289632_A|605.541|L||L|101|H|120966.17|INR|000009981|
5762468208|2025|11.01.2025|06022025|CHI03 |RMF-CHE-861MT|1095.195|L|1095.195|L|101|H|481629.22|USD|000002212|PO-2025779
5701881606|2025|13022025|13.03.2025|DE01  |642517790602488956|302.898|KG|302.898|KG|261|H|104635.89|EUR|000000112|
5513515759|2025|11022025|02012025|FRA01 |RMF-IND-563L|243.075|EA|243.075|EA|501|S|92578.8|EUR|000000112|PO-2025440
5657528698|2025|27012025|26022025|CHI03 |Z-CHEM-9201|259.254|EA||EA|102|H|57043.19|USD|000002211|PO-2026339
5012869844|2025|26022025|10.01.2025|DEL05 |RMF-LUB-889L|1106.493|L|1106.493||261|S|132936.98|INR|000008821|PO-2025878
5793183072|2025|14022025|07032025|US02  |RMF-DIE-402KG|710.513|L|710.513|L|122|S|306056.27|USD|000002211|PO-2026042
5780553022|2025|23.01.2025|12022025|LON02 |040820743982760372|502.548|L|502.548|L|541|S|225543.26|GBP|000005551|PO-2026565
5210525533|2025|01022025|18032025|DEL05 |672532153355276459|9198.967|L|9198.967|L|102|H|3721413.21|INR|000009981|
5270318103|2025|08022025|06012025|DE01  |595183301403370877|1787.588|L||L|101|S|176929.55|EUR|000000112|
5549920812|2025|10012025|25022025|CHI03 |Z-LUBE-6752|259.073|EA|259.073|EA|541|H|123381.18|USD|000002211|PO-2025329
5214072064|2025|03.01.2025|21022025|UK01  |MAT_684721_REV2|1973.921|L|1973.921|L|201|S|525224.27|GBP|000005551|PO-2026737
5764339346|2025|17032025|25022025|US02  |603265762887869942|1593.193|L||L|541|H|623847.14|USD|000002211|PO-2025011
5463540758|2025|03022025|10032025|IN02  |625381195701594526|98.287|BOX|98.287|BOX|101|H|11833.04|INR|000009981|PO-2025147
5183116566|2025|18012025|05032025|MUM01 |Z-CHEM-1042|1323.607|L|1323.607|L|101|H|453467.72|INR|000009981|PO-2025927
5762057631|2025|23032025|17022025|US01  |MAT_816295_A|9540.999|L|9540.999|L|541|H|2604724.47|USD|000002212|PO-2026471
5748816629|2025|07012025|02012025|US01  |RMF-IND-241MT|60.589|EA|60.589|EA|102|S|10365.15|USD|000002212|PO-2026672
5649503624|2025|19022025|27012025|UK01  |Z-FUEL-3474|138.9|BOX|138.9||101|H|61392.31|GBP|000005551|PO-2025871
5626456971|2025|27.03.2025|14022025|IN02  |RMF-CHE-338KG|7923.441|L|7923.441|L|101|H|1317081.08|INR|000009981|PO-2026804
5607556044|2025|01012025|13022025|IN02  |Z-STEEL-1808|242.183|EA|242.183|EA|101|S|22051.09|INR|000009981|PO-2026521
5576403813|2025|20012025|"=""30.01.2025"""|US02  |RMF-IND-299KG|610.628|L|610.628||101|S|303885.67|USD|000002211|PO-2026964
5040970661|2025|23032025|15032025|LON02 |MAT_265641_REV1|207.362|BOX|207.362|BOX|101|S|100587.54|GBP|000005551|PO-2025539
5509955909|2025|13012025|12.02.2025|CHI03 |469476393343876350|198.539|HR|198.539|HR|101|S|76319.17|USD|000002212|PO-2026508
5632573484|2025|24022025|20012025|IN01  |RMF-DIE-361KG|362.877|L|362.877|L|101|S|172759.94|INR|000009981|
5320419960|2025|25-Feb-2025|22032025|MUM01 |RMF-DIE-378KG|163.992|BOX|163.992|BOX|101|S|67229.2|INR|000009981|PO-2025586
5598558326|2025|14012025|01032025|IN02     |RMF-DIE-481L|1485.412|L|1485.412|L|101|H|259737.68|INR|000009981|PO-2025465
5438219902|2025|02012025|05032025|MUM01 |MAT_343595_REV1|945.504|L|945.504||101|S|345303.69|INR|000009981|
5088603335|2025|22022025|26.03.2025|IN02  |RMF-DIE-336KG|1429.608|L||L|101|H|471381.92|INR|000009981|PO-2025893
5217509969|2025|06022025|23022025|DE01  |212383749802310084|42.679|KG|42.679||102|H|7448.64|EUR|000000112|
5150986566|2025|07.02.2025|17012025|DEL05 |MAT_481615_B|8856.262|L||L|101|H|3448511.55|INR|000009981|PO-2026682
5265413928|2025|24.01.2025|04032025|MUM01 |725740655705298405|181.01|MT||MT|101|S|81302.33|INR|000009981|PO-2025548
5873250782|2025|05032025|26012025|LON02 |470804919274222403|2957.818|L|2957.818|L|101|H|223669.12|GBP|000005551|
5366644591|2025|17022025|23022025|CHI03 |880126688181842503|221.671|EA|221.671|EA|101|H|63352.24|USD|000002211|PO-2026054
5497872009|2025|25022025|06.02.2025|FRA01 |506770971820186278|4653.528|L||L|201|S|2144098.18|EUR|000000112|PO-2025962
5713932463|2025|15032025|18022025|DEL05 |MAT_652875_REV1|611.566|L|611.566|L|101|H|113355.95|INR|000009981|
5434460700|2025|22012025|12032025|CHI03 |Z-LUBE-9196|1192.735|L||L|501|H|480034.29|USD|000002212|PO-2025717
5538187187|2025|16032025|27012025|IN01  |Z-FUEL-8877|1107.907|L|1107.907|L|101|H|229541.02|INR|000009981|PO-2025309
5131487205|2025|28012025|17012025|DE01  |Z-LUBE-6906|1946.63|L|1946.63|L|501|H|132169.23|EUR|000000112|PO-2026860
5913293763|2025|17.03.2025|28032025|CHI03 |519246125548215832|560.816|L|560.816|L|101|H|201861.4|USD|000002212|PO-2025642
5553735429|2025|09012025|27032025|DE01  |381963818453861829|9648.702|L|9648.702|L|101|S|2424183.28|EUR|000000223|PO-2026586
5740016248|2025|10012025|24012025|MUM01 |649210065520871128|980.567|L|980.567|L|101|H|216948.09|INR|000009981|PO-2026848
5493315342|2025|02012025|27022025|MUM01 |MAT_230334_REV1|1213.127|L|1213.127|L|101|S|239347.93|INR|000009981|
5786619846|2025|24032025|26.02.2025|UK01  |RMF-DIE-215KG|32255.475|L|32255.475|L|101|H|15773708.68|GBP|000005551|PO-2025857
5957175082|2025|09012025|20022025|CHI03 |RMF-LUB-227MT|1794.397|L|1794.397|L|101|S|441081.18|USD|000002211|PO-2026177
5119269246|2025|26032025|04042025|IN01  |MAT_362119_B|78.264|MT||MT|101|H|18071.93|INR|000004611|PO-2025287
5224188729|2025|21022025|12012025|UK01  |RMF-LUB-721L|1713.782|L|1713.782|L|541|S|475815.66|GBP|000005551|PO-2026298
5101000069|2025|07022025|11022025|US01  |RMF-DIE-954KG|415.525|HR|415.525|HR|101|S|123925.69|USD|000002211|
5879013676|2025|"=""30.01.2025"""|07042025|IN01  |995076774545888096|39721.507|L|39721.507|L|541|S|9463913.32|INR|000009981|
5249382178|2025|08022025|02022025|UK01  |RMF-IND-249KG|1067.713|L|1067.713|L|101|S|232230.02|GBP|000005551|PO-2026030
5048232598|2025|16022025|24032025|FRA01 |085565964613962088|6548.171|L|6548.171|L|101|H|2109012.73|EUR|000000112|PO-2026904
5430857887|2025|17022025|27012025|IN01  |RMF-DIE-522L|1380.674|L||L|101|S|249880.01|INR|000009981|PO-2026855
5865111769|2025|24012025|29032025|IN01  |RMF-CHE-180MT|176.834|EA|176.834||101|H|13637.32|INR|000009981|PO-2025494
5210692696|2025|14022025|"=""20.02.2025"""|LON02 |RMF-IND-207KG|1765.627|L|1765.627|L|201|S|490353.5|GBP|000005551|PO-2026636
5492726553|2025|30032025|04042025|LON02 |Z-FUEL-5135|1019.603|L|1019.603|L|501|H|277247.92|GBP|000005551|PO-2026079
5821536058|2025|17032025|"=""09.01.2025"""|CHI03 |MAT_960848_B|780.648|L|780.648|L|101|S|325864.91|USD|000002212|PO-2025846
5572150274|2025|04022025|08032025|US02  |Z-LUBE-5097|261.074|EA|261.074|EA|101|S|50809.47|USD|000002212|PO-2026108
5339145841|2025|27022025|12032025|IN01  |MAT_218235_B|1559.322|L|1559.322|L|101|H|663829.73|INR|000009981|
5514299443|2025|13032025|25032025|MUM01 |RMF-DIE-683KG|55.212|L|55.212|L|101|H|3849.81|INR|000009981|PO-2025324
5605391515|2025|20032025|26032025|IN01  |MAT_247254_REV2|37027.981|L|37027.981|L|101|H|7401279.25|INR|000009981|PO-2025795
5753281940|2025|18022025|26012025|DEL05 |MAT_877602_A|851.453|L|851.453||101|S|152557.91|INR|000009981|PO-2025011
5305140226|2025|14012025|08032025|IN02  |Z-FUEL-9315|7423.934|L|7423.934||101|H|2302572.11|INR|000004611|PO-2026549
5064776132|2025|18032025|26012025|FRA01 |076947079270066274|174.673|KG|174.673|KG|261|H|28675.96|EUR|000000223|PO-2026658
5409271777|2025|13022025|09042025|DEL05 |623400083383286277|1904.924|L|1904.924|L|201|H|290312.77|INR|000009981|
5347424972|2025|02032025|03/12/2025|DE01  |660498822276561773|232.373|KG|232.373|KG|101|H|14282.79|EUR|000000112|PO-2026509
5459127744|2025|03032025|03042025|UK01  |Z-LUBE-8223|251.158|BOX|251.158|BOX|101|H|48545.07|GBP|000005551|
5249655766|2025|20032025|20032025|IN02  |777527732786159428|1233.486|L|1233.486|L|541|S|240640.14|INR|000009981|
5070333531|2025|07042025|06042025|IN01  |RMF-DIE-823MT|3883.88|L|3883.88|L|101|H|795462.75|INR|000009981|PO-2025991
5572574019|2025|25012025|04042025|UK01  |Z-CHEM-9672|1639.65|L|1639.65|L|101|H|422059.56|GBP|000005551|PO-2026891
5745676595|2025|19032025|05012025|LON02 |821266476083932657|4459.488|L|4459.488|L|101|S|231724.41|GBP|000005551|PO-2025876
5715121417|2025|05022025|21022025|IN01  |Z-FUEL-3341|1910.364|L|1910.364|L|101|H|261604.99|INR|000009981|PO-2026297
5561127913|2025|11022025|11042025|IN01  |271264079536984379|65.636|MT|65.636|MT|101|S|4157.37|INR|000009981|
5956227053|2025|04022025|26032025|LON02 |MAT_770754_B|1605.884|L|1605.884|L|101|H|533862.52|GBP|000005551|PO-2025492
5472581945|2025|10022025|05.01.2025|CHI03 |RMF-CHE-484KG|5249.58|L|5249.58|L|541|H|1001568.22|USD|000002211|PO-2025580
5655407417|2025|24022025|31012025|FRA01 |258313361054968262|241.365|EA|241.365|EA|321|S|116223.14|EUR|000000112|
5635325059|2025|08042025|11042025|MUM01 |Z-CHEM-5975|1005.908|L|1005.908||541|S|428929.47|INR|000009981|PO-2025345
5389768291|2025|29032025|04012025|CHI03 |Z-LUBE-5331|133.925|EA|133.925|EA|122|H|50898.28|USD|000002211|PO-2026225
5811666449|2025|26012025|15032025|LON02 |MAT_978145_REV1|8701.172|L|8701.172|L|541|H|1028285.39|GBP|000005551|
5868789604|2025|05032025|03.02.2025|IN01  |RMF-DIE-442KG|568.454|L|568.454|L|102|S|236178.06|INR|000009981|PO-2026515
5095701679|2025|03022025|06032025|IN01  |RMF-CHE-885KG|3077.45|L|3077.45|L|101|S|278165.11|INR|000009981|
5041192131|2025|15022025|09022025|MUM01 |034848048995311656|165026.0|MT|165.026|MT|101|H|48225.4|INR|000009981|
5521371548|2025|24032025|16012025|LON02 |Z-FUEL-4881|3207.153|L|3207.153|L|101|S|1410971.46|GBP|000005551|
5790017510|2025|10.03.2025|08022025|DE01  |RMF-DIE-535L|65.434|EA|65.434|EA|501|S|19479.97|EUR|000000112|PO-2025722
5831162730|2025|20012025|07022025|IN02  |RMF-DIE-753L|37611.244|L|37611.244|L|541|H|4179916.49|INR|000009981|
5971387555|2025|17042025|05012025|IN01  |Z-STEEL-5472|8920.829|L|8920.829|L|101|H|3027965.89|INR|000009981|PO-2025297
5442916179|2025|03/14/2025|23032025|LON02 |Z-CHEM-9556|255.01|BOX||BOX|101|S|28955.54|GBP|000005551|
5651674540|2025|01022025|16042025|DE01  |RMF-LUB-410MT|573.747|L|573.747|L|102|S|123218.31|EUR|000000223|
5197571167|2025|02012025|02/17/2025|IN02  |Z-FUEL-3573|4197.802|L|4197.802||101|S|505148.03|INR|000009981|PO-2025162
5486130309|2025|05032025|02012025|FRA01 |MAT_442389_REV1|296.928|KG|296.928|KG|201|H|131773.76|EUR|000000112|PO-2025523
5137562430|2025|18022025|26.02.2025|FRA01 |RMF-LUB-718KG|298.466|EA|298.466|EA|101|H|89774.86|EUR|000000223|PO-2025411
5883419050|2025|04012025|08-Feb-2025|US01  |Z-FUEL-4976|1223.928|L|1223.928|L|101|S|252247.52|USD|000002211|
5995632281|2025|24022025|15042025|US01  |RMF-CHE-946KG|1911.1|L|1911.1|L|201|H|945149.21|USD|000002211|PO-2025759
5966124039|2025|09032025|11.03.2025|IN01  |MAT_934001_B|3219.18|L|3219.18||101|S|1191572.16|INR|000009981|PO-2025021
5540688494|2025|14032025|31032025|LON02 |Z-FUEL-3073|1634.914|L|1634.914|L|541|S|683351.55|GBP|000005551|PO-2026016
5292096941|2025|14012025|16042025|DE02  |563087658852752542|113.018|KG|113.018||122|S|21614.29|EUR|000000112|
5590176715|2025|09012025|22012025|FRA01 |Z-CHEM-7315|5090.808|L|5090.808|L|101|S|1848359.09|EUR|000000112|PO-2025378
5272482289|2025|05032025|09012025|DEL05 |RMF-CHE-365L|1587.69|L|1587.69|L|541|S|408873.68|INR|000009981|PO-2026443
5328272178|2025|16.01.2025|02032025|LON02 |RMF-DIE-841L|4126.568|L|4126.568||261|S|453310.57|GBP|000005551|
5335708557|2025|19012025|05042025|LON02 |MAT_639785_A|280.337|BOX||BOX|101|H|54547.46|GBP|000005551|
5851808779|2025|10012025|01012025|MUM01 |RMF-LUB-655MT|374.797|L|374.797|L|101|H|91835.57|INR|000008821|PO-2026219
5156881052|2025|04012025|23.02.2025|DEL05 |RMF-DIE-288KG|49.577|BOX||BOX|541|S|15592.77|INR|000009981|PO-2025947
5585974351|2025|30032025|13042025|US01  |678179578469351640|366.213|EA|366.213|EA|101|H|40942.64|USD|000002211|
5417756500|2025|31012025|04032025|IN01  |MAT_866761_A|1192.319|L|1192.319|L|501|H|162047.38|INR|000009981|PO-2025150
5766491552|2025|02032025|17012025|US01  |Z-CHEM-3508|8171.16|L|8171.16||101|S|3117363.27|USD|000002211|PO-2026404
5117788335|2025|18012025|07042025|IN01  |233724939252120364|842.127|L|842.127||101|S|366040.28|INR|000009981|PO-2025950
5614810599|2025|25012025|09022025|IN02  |MAT_313488_REV2|1389.577|L|1389.577|L|541|S|350805.76|INR|000009981|
5904388013|2025|"=""05.01.2025"""|12022025|DE01  |004466153999539857|151.904|EA|151.904|EA|501|S|31356.02|EUR|000000112|PO-2025584
5720739435|2025|25012025|08012025|LON02 |Z-STEEL-2838|374.969|BOX|374.969||101|H|23860.81|GBP|000005551|PO-2025723
5644288100|2025|04042025|27042025|DE02  |Z-CHEM-6898|90.564|KG|90.564|KG|101|H|25772.15|EUR|000000223|PO-2025004
5659298091|2025|06022025|18.03.2025|DE02  |636938515626151233|39.765|EA|39.765|EA|101|S|14637.51|EUR|000000223|PO-2026098
5777184222|2025|14.01.2025|02/12/2025|MUM01 |Z-FUEL-6744|19579.714|L|19579.714|L|102|H|7238976.9|INR|000009981|
5243687900|2025|12022025|11012025|DEL05 |869120581403502189|1164.295|L|1164.295|L|101|H|134756.16|INR|000009981|PO-2025899
5178606800|2025|15012025|19022025|IN02  |RMF-CHE-353MT|7596.866|L|7596.866|L|101|S|1036528.13|INR|000008821|PO-2026830
5093288420|2025|15042025|21032025|DE02  |Z-FUEL-1638|999.754|L|999.754||201|S|101098.72|EUR|000000223|PO-2025479
5154811487|2025|20012025|"=""29.01.2025"""|DE01  |895788628486735345|289.64|EA|289.64|EA|101|S|74782.06|EUR|000000112|
5273850706|2025|07032025|20/25/0101|DE02  |Z-STEEL-9345|163.521|KG|163.521|KG|321|H|14860.52|EUR|000000112|
5578771666|2025|04.01.2025|"=""12.02.2025"""|US01  |Z-CHEM-2577|66.354|HR|66.354|HR|102|H|31711.09|USD|000002211|PO-2025018
5119406999|2025|13022025|26042025|IN02  |RMF-DIE-101MT|1622.575|L|1622.575|L|102|S|472265.65|INR|000009981|PO-2026647
5258291234|2025|14032025|18042025|DEL05 |RMF-IND-339L|272.829|MT|272.829|MT|261|S|83038.47|INR|000009981|PO-2025415
5312951247|2025|16042025|25042025|IN01  |MAT_856541_B|1152.49|L|1152.49|L|261|S|481224.14|INR|000009981|PO-2025146
5442455614|2025|05032025|22032025|MUM01 |Z-LUBE-5686|1449.228|L|1449.228|L|101|S|587544.95|INR|000009981|PO-2025249
5179324223|2025|13042025|05012025|US02  ||275.645|HR|275.645||101|H|90815.96|USD|000002212|PO-2026007
5406110792|2025|25.04.2025|12032025|MUM01 |Z-FUEL-5362|748.589|L|748.589||101|S|298799.66|INR|000009981|
5829851692|2025|20022025|25022025|LON02 |RMF-DIE-395L|46501.757|L|46501.757|L|101|S|14220557.84|GBP|000005551|
5728561917|2025|17042025|03/19/2025|US02  |Z-STEEL-5416|151.164|HR|151.164|HR|101|H|70474.75|USD|000002212|
5068971264|2025|11.04.2025|01042025|LON02 |304306924697124990|1742.943|L|1742.943||101|H|204515.33|GBP|000005551|PO-2026152
5861245701|2025|"=""23.04.2025"""|12022025|DEL05 |MAT_506491_B|9386.576|L|9386.576|L|101|S|3629498.81|INR|000004611|PO-2026046
5073953286|2025|13042025|29012025|LON02 |RMF-DIE-701KG|506.999|L|506.999||501|S|193688.22|GBP|000005551|PO-2026127
5219011247|2025|04012025|14.02.2025|DE02  |Z-STEEL-2890|72.378|EA|72.378|EA|101|H|14882.41|EUR|000000112|PO-2026715
5474215943|2025|13012025|17012025|MUM01 |MAT_350871_B|1696.366|L|1696.366|L|101|S|671164.85|INR|000009981|PO-2026875
5665931587|2025|08042025|17042025|DE02  |890178956994718441|1935.426|L|1935.426|L|101|H|535780.07|EUR|000000223|PO-2025639
5883390360|2025|14022025|20012025|UK01  |989069543065174049|62.688|BOX|62.688|BOX|101|S|21122.59|GBP|000005551|
5125132251|2025|04012025|02042025|LON02 |910115699267298637|19322.57|L|19322.57|L|101|S|9294067.52|GBP|000005551|PO-2026836
5603280204|2025|22032025|28022025|FRA01 |Z-STEEL-8806|1371.308|L|1371.308|L|101|H|518299.69|EUR|000000112|PO-2026949
5071484557|2025|10042025|20022025|DEL05 |990083066674117255|617.371|L|617.371|L|501|S|55346.35|INR|000009981|
5976478052|2025|01012025|12032025|FRA01 |Z-FUEL-4365|1430.748|L|1430.748|L|101|S|391424.65|EUR|000000112|PO-2026894
5293290396|2025|21012025|15012025|DE01  |RMF-CHE-903MT|49.4|KG|49.4|KG|101|S|8274.39|EUR|000000112|PO-2026394
5888187842|2025|11042025|09012025|US01  |Z-STEEL-1827|1699.789|L|1699.789|L|101|S|265500.41||000002211|PO-2026600
5807655539|2025|09032025|28012025|MUM01 |RMF-CHE-537L|478.516|MT|478.516|MT|101|H|237442.48|INR|000004611|
5295209708|2025|08032025|01052025|DE01  |MAT_333125_A|1463.855|L|1463.855|L|201|H|136175.05|EUR|000000112|PO-2026269
5099889964|2025|18042025|07.01.2025|UK01  |Z-STEEL-4096|1203.29|L|1203.29|L|101|S|477747.7|GBP|000005551|PO-2025726
5925820247|2025|02042025|26022025|US02  |RMF-DIE-529L|27596.689|L|27596.689|L|101|H|5548800.42|USD|000002212|PO-2026876
5954753911|2025|18.04.2025|04042025|US01  |RMF-IND-250KG|1430.921|L|1430.921|L|101|H|137263.67|USD|000002211|PO-2026363
5156452332|2025|17022025|04.04.2025|CHI03 |MAT_782339_B|1767.398|L||L|102|S|452581.42|USD|000002211|PO-2025830
5583657050|2025|08032025|06052025|UK01  |Z-FUEL-6936|1765.403|L|1765.403|L|101|S|844002.55|GBP|000005551|PO-2025355
5486762852|2025|03022025|26042025|MUM01 |RMF-LUB-370KG|1534.04|L|1534.04|L|501|S|538052.35|INR|000009981|PO-2025696
5704756851|2025|11052025|12022025|DE02  |528868769181904074|106.816|EA|106.816|EA|101|S|22955.03|EUR|000000112|PO-2025910
5415963210|2025|03.03.2025|13022025|MUM01 |Z-LUBE-4816|289.745|MT|289.745||101|H|128204.55|INR|000004611|PO-2026690
5995366009|2025|27042025|25012025|FRA01 |RMF-DIE-822L|2602.956|L|2602.956|L|201|H|1298213.27|EUR|000000112|
5394095363|2025|08012025|14042025|IN01  |956382834269843934|1426.446|L|1426.446|L|101|H|635306.23|INR|000009981|
5035412006|2025|28022025|29032025|CHI03 |085131022253053893|279.069|HR|279.069||102|S|106589.21|USD|000002211|PO-2026920
5274294315|2025|27022025|08022025|LON02 |110412797561274986|1098.708|L|1098.708|L|101|S|490398.07|GBP|000005551|
5887699825|2025|11032025|25012025|LON02 |Z-STEEL-9284|109.39|BOX||BOX|101|S|39362.71|GBP|000005551|PO-2026995
5671389767|2025|05032025|27012025|IN02  |MAT_341463_REV1|340.398|BOX|340.398||101|S|122810.98|INR|000009981|
5737816994|2025|09012025|27032025|MUM01 |MAT_158223_REV1|8785.861|L|8785.861|L|541|S|3647247.63|INR|000009981|PO-2025209
5385777632|2025|15012025|23.04.2025|CHI03 |RMF-IND-835MT|166.954|EA|166.954|EA|261|H|35040.41|USD|000002211|
5515985576|2025|02022025|23032025|FRA01 |MAT_515529_B|4460.793|L|4460.793|L|101|S|1953678.84|EUR|000000112|PO-2025801
5641630560|2025|08052025|21022025|LON02 |MAT_913734_A|4923.94|L|4923.94|L|101|H|421781.73|GBP|000005551|
5165066450|2025|11052025|02052025|IN02  |RMF-IND-189KG|1094.018|L|1094.018|L|101|S|479004.3|INR|000004611|PO-2026272
5619909139|2025|17012025|"=""18.01.2025"""|IN02  |MAT_325275_A|1518.292|L|1518.292|L|101|S|581336.14|INR|000009981|
5190723709|2025|31012025|22022025|IN02  |Z-CHEM-8427|13.512|MT|13.512|MT|101|H|4884.75|INR|000004611|
